gene	length
CARHR212770	1552
CARHR216850	201
CARHR013090	1074
CARHR210920	1140
CARHR267190	1050
CARHR029570	222
CARHR246200	384
CARHR064490	4394
CARHR256720	1077
CARHR056240	573
CARHR102240	2415
CARHR266820	1110
CARHR198290	6720
CARHR057110	1359
CARHR241960	1254
CARHR068130	564
CARHR142190	1089
CARHR112510	921
CARHR152620	1986
CARHR267440	1182
CARHR116460	345
CARHR060440	807
CARHR052090	1263
CARHR091610	1838
CARHR078270	3012
CARHR148760	549
CARHR293990	408
CARHR260870	909
CARHR149410	261
CARHR137620	1638
CARHR142440	1607
CARHR168240	3081
CARHR093610	678
CARHR178370	231
CARHR217720	261
CARHR182130	1110
CARHR035550	1467
CARHR028220	1749
CARHR257090	964
CARHR253770	1521
CARHR079630	1519
CARHR007000	2113
CARHR012870	1041
CARHR068790	4339
CARHR215760	441
CARHR241220	752
CARHR052630	2684
CARHR259520	1451
CARHR067140	984
CARHR190960	1866
CARHR266310	516
CARHR194770	2085
CARHR262390	2370
CARHR053320	639
CARHR114910	624
CARHR278460	1455
CARHR274120	330
CARHR068860	2587
CARHR054670	897
CARHR058350	429
CARHR077360	711
CARHR196730	1725
CARHR259290	4140
CARHR049230	2268
CARHR294180	1501
CARHR143310	1050
CARHR147670	712
CARHR107360	2036
CARHR072620	213
CARHR186250	2104
CARHR110920	1656
CARHR036850	552
CARHR025130	576
CARHR151540	2047
CARHR265750	1425
CARHR136280	2064
CARHR006750	1838
CARHR122400	2841
CARHR261040	336
CARHR251190	1599
CARHR269690	2187
CARHR057800	411
CARHR066230	1626
CARHR187780	2292
CARHR172620	1101
CARHR190290	1029
CARHR046990	1152
CARHR223950	753
CARHR073280	360
CARHR165360	1230
CARHR196190	1038
CARHR275650	741
CARHR256130	1053
CARHR107980	263
CARHR059400	297
CARHR114000	2769
CARHR160620	1178
CARHR100350	1713
CARHR216440	309
CARHR101000	633
CARHR055180	954
CARHR275380	1920
CARHR264400	2535
CARHR074100	671
CARHR021250	603
CARHR260310	1803
CARHR034230	888
CARHR050000	1377
CARHR084130	1805
CARHR104180	213
CARHR128530	531
CARHR022990	3176
CARHR075850	966
CARHR141210	810
CARHR105270	1675
CARHR262800	1137
CARHR125160	1686
CARHR267830	1030
CARHR037810	865
CARHR134620	1906
CARHR148300	1119
CARHR130530	703
CARHR084680	258
CARHR263490	1091
CARHR100970	2178
CARHR138700	849
CARHR065950	648
CARHR061270	1495
CARHR130280	771
CARHR184490	4696
CARHR075270	1912
CARHR221080	564
CARHR279400	1411
CARHR112740	207
CARHR115830	333
CARHR051750	492
CARHR055230	561
CARHR031220	1575
CARHR172930	1834
CARHR102720	207
CARHR089620	1539
CARHR056760	2217
CARHR215590	1263
CARHR034540	3093
CARHR133390	1239
CARHR258450	342
CARHR142830	4062
CARHR070730	1875
CARHR089190	696
CARHR282540	213
CARHR261860	1742
CARHR221620	690
CARHR209950	1879
CARHR255140	231
CARHR025960	1467
CARHR076770	2631
CARHR185720	387
CARHR238370	1800
CARHR029630	2460
CARHR009340	1155
CARHR227660	2727
CARHR023490	750
CARHR003060	510
CARHR087560	1881
CARHR088570	1275
CARHR200350	771
CARHR228900	1515
CARHR108540	483
CARHR031910	261
CARHR232040	1757
CARHR166910	253
CARHR205650	1086
CARHR041260	2196
CARHR103090	2122
CARHR209370	543
CARHR171770	861
CARHR270140	2402
CARHR076190	696
CARHR084910	2040
CARHR281880	555
CARHR132110	2808
CARHR224810	708
CARHR009960	1797
CARHR077820	828
CARHR106110	862
CARHR024610	276
CARHR204290	2420
CARHR232340	969
CARHR103540	864
CARHR236840	621
CARHR022720	1961
CARHR170790	849
CARHR036330	1362
CARHR281770	3156
CARHR081240	1104
CARHR109630	4006
CARHR249840	3889
CARHR285250	2890
CARHR074840	2580
CARHR232690	750
CARHR002080	1263
CARHR274240	2159
CARHR004870	1251
CARHR170420	1908
CARHR203110	2031
CARHR219120	255
CARHR202860	1956
CARHR154740	1410
CARHR107640	2293
CARHR040600	474
CARHR044980	7038
CARHR100010	2818
CARHR265410	2854
CARHR173210	1083
CARHR219690	1014
CARHR047950	1310
CARHR208770	2328
CARHR080110	3217
CARHR159040	987
CARHR193430	1692
CARHR097980	1632
CARHR030630	558
CARHR121180	2046
CARHR128670	1810
CARHR124350	2452
CARHR127910	912
CARHR233560	189
CARHR135230	1613
CARHR001570	1700
CARHR037170	396
CARHR069220	975
CARHR202240	1317
CARHR234690	2188
CARHR162470	1003
CARHR222740	3865
CARHR288560	1377
CARHR163700	1128
CARHR214610	1385
CARHR225770	855
CARHR005050	729
CARHR284610	201
CARHR290330	3450
CARHR047370	1118
CARHR122980	2252
CARHR176060	2088
CARHR094860	1119
CARHR207740	588
CARHR279360	384
CARHR080800	900
CARHR125400	885
CARHR168080	1415
CARHR201740	957
CARHR238550	306
CARHR000620	876
CARHR229870	1838
CARHR270970	1780
CARHR121140	1113
CARHR038350	321
CARHR276480	3037
CARHR075130	792
CARHR129180	4405
CARHR062350	519
CARHR215560	1764
CARHR282510	186
CARHR176680	1199
CARHR042470	837
CARHR291060	1700
CARHR235120	1209
CARHR281240	810
CARHR002700	928
CARHR271590	2096
CARHR053120	450
CARHR054470	189
CARHR254250	3621
CARHR164160	1053
CARHR058110	1235
CARHR174680	1434
CARHR004010	1467
CARHR117920	4246
CARHR277280	3533
CARHR219900	2133
CARHR280610	222
CARHR123760	2381
CARHR223230	1359
CARHR239200	720
CARHR175080	474
CARHR053690	666
CARHR095800	1398
CARHR156650	1237
CARHR039000	486
CARHR271620	2306
CARHR092850	894
CARHR145430	1554
CARHR174350	288
CARHR042290	960
CARHR046930	711
CARHR087670	4545
CARHR049740	2362
CARHR235780	7269
CARHR277750	1851
CARHR041920	2847
CARHR249300	3200
CARHR169020	2364
CARHR121400	663
CARHR183570	216
CARHR082180	1134
CARHR236470	1524
CARHR129230	3095
CARHR293510	2795
CARHR180000	261
CARHR187050	1668
CARHR237780	2317
CARHR115330	867
CARHR149890	3584
CARHR201780	882
CARHR059640	1571
CARHR235870	303
CARHR003540	5059
CARHR011260	2259
CARHR273510	2722
CARHR019010	3264
CARHR082230	2969
CARHR236780	1332
CARHR160420	876
CARHR165610	2061
CARHR141820	2261
CARHR255610	717
CARHR113400	1384
CARHR059390	180
CARHR021090	1479
CARHR162860	696
CARHR288910	1935
CARHR244500	801
CARHR252960	1968
CARHR094040	1977
CARHR111540	2778
CARHR126840	2601
CARHR122170	453
CARHR203870	459
CARHR110490	534
CARHR116790	246
CARHR120440	525
CARHR114320	1494
CARHR189520	1020
CARHR050570	903
CARHR248160	2217
CARHR012790	1086
CARHR081760	6073
CARHR237430	291
CARHR017310	901
CARHR181060	1343
CARHR238960	2066
CARHR091130	2941
CARHR199190	1904
CARHR114490	1302
CARHR291800	321
CARHR252340	681
CARHR016950	2814
CARHR184650	795
CARHR167610	3725
CARHR099440	2307
CARHR012240	2075
CARHR198820	1107
CARHR193760	471
CARHR105070	1096
CARHR055430	1587
CARHR056160	333
CARHR259870	1743
CARHR064510	2586
CARHR162130	1314
CARHR288000	390
CARHR199440	1686
CARHR141840	1575
CARHR028520	393
CARHR294350	1155
CARHR020050	3746
CARHR117670	456
CARHR247360	3243
CARHR186870	1306
CARHR051220	261
CARHR146310	1542
CARHR213410	210
CARHR245290	1880
CARHR077110	2172
CARHR091790	1104
CARHR257440	426
CARHR092440	2746
CARHR149330	1428
CARHR061920	300
CARHR185520	192
CARHR220110	579
CARHR158090	4059
CARHR029430	635
CARHR013110	2226
CARHR227460	2800
CARHR023650	1674
CARHR028380	3440
CARHR091860	5807
CARHR138980	1385
CARHR027720	1062
CARHR063560	273
CARHR183960	429
CARHR198310	384
CARHR190120	2406
CARHR267760	2175
CARHR158540	1847
CARHR246010	1824
CARHR133640	1710
CARHR169920	2764
CARHR078750	948
CARHR253920	2574
CARHR260930	926
CARHR148660	821
CARHR142760	1882
CARHR258040	2612
CARHR215000	363
CARHR254930	1008
CARHR250690	3145
CARHR146860	1914
CARHR137180	1578
CARHR106750	1451
CARHR141750	1228
CARHR116230	315
CARHR011050	1101
CARHR093790	736
CARHR136850	771
CARHR032250	243
CARHR111950	984
CARHR144420	1807
CARHR022520	2786
CARHR197690	1758
CARHR043690	2953
CARHR260680	936
CARHR072180	1959
CARHR137450	294
CARHR262270	273
CARHR026450	561
CARHR093420	5049
CARHR073850	1429
CARHR136580	2967
CARHR083740	1107
CARHR017340	1443
CARHR183030	165
CARHR072450	1978
CARHR079400	1608
CARHR007630	689
CARHR026180	621
CARHR058250	1524
CARHR274080	2749
CARHR259310	3027
CARHR147730	792
CARHR073580	958
CARHR177530	2005
CARHR107080	1230
CARHR103700	945
CARHR194920	1920
CARHR158030	2536
CARHR066000	1864
CARHR145770	738
CARHR109530	1047
CARHR136320	267
CARHR101700	1942
CARHR210490	1475
CARHR032330	669
CARHR098270	4698
CARHR024960	285
CARHR264300	612
CARHR104060	2850
CARHR263650	839
CARHR278160	1005
CARHR124110	1626
CARHR268680	2203
CARHR109280	2385
CARHR073320	1117
CARHR077660	985
CARHR251240	1428
CARHR037370	378
CARHR269080	783
CARHR226400	2670
CARHR225170	312
CARHR087340	7317
CARHR287950	243
CARHR268350	1785
CARHR284050	810
CARHR020930	2705
CARHR135740	3041
CARHR083850	1950
CARHR095890	528
CARHR006270	702
CARHR131050	435
CARHR200250	1107
CARHR275020	1563
CARHR222230	980
CARHR053650	6677
CARHR192470	450
CARHR095910	1313
CARHR199830	1571
CARHR102500	1053
CARHR173940	969
CARHR055370	1314
CARHR258860	2066
CARHR125640	429
CARHR037990	3459
CARHR291350	2106
CARHR172010	1783
CARHR024030	759
CARHR260100	1233
CARHR050630	1842
CARHR141100	1566
CARHR030340	915
CARHR279610	1077
CARHR160240	573
CARHR276640	1218
CARHR241640	1896
CARHR146450	936
CARHR195120	915
CARHR086430	1570
CARHR125390	357
CARHR272730	2495
CARHR190180	2222
CARHR211450	1814
CARHR071360	366
CARHR084490	537
CARHR018520	1023
CARHR184350	2352
CARHR206860	1338
CARHR132830	1059
CARHR015170	1779
CARHR137840	786
CARHR035260	1326
CARHR070940	771
CARHR004650	1065
CARHR216100	2081
CARHR000540	1163
CARHR130090	1069
CARHR030960	1290
CARHR071090	2818
CARHR008710	576
CARHR175240	993
CARHR174110	7028
CARHR089010	1396
CARHR205190	588
CARHR277510	2073
CARHR273460	453
CARHR171090	513
CARHR088940	387
CARHR230840	1485
CARHR129430	870
CARHR042900	1181
CARHR205440	1416
CARHR023350	1074
CARHR003380	1402
CARHR286360	649
CARHR120470	996
CARHR082430	993
CARHR072840	2693
CARHR131870	1044
CARHR059110	2190
CARHR171630	1650
CARHR159940	2064
CARHR284800	438
CARHR283850	1581
CARHR170320	2375
CARHR271910	2245
CARHR177670	837
CARHR189550	4466
CARHR150360	335
CARHR178910	1023
CARHR108890	1023
CARHR204310	1680
CARHR200670	3582
CARHR038570	264
CARHR090220	1450
CARHR218440	588
CARHR011770	546
CARHR081160	2325
CARHR155620	1593
CARHR237230	772
CARHR086390	2162
CARHR275920	309
CARHR149530	255
CARHR119850	1020
CARHR041760	1374
CARHR120130	1696
CARHR159360	606
CARHR096970	525
CARHR033080	303
CARHR232550	2496
CARHR002160	1625
CARHR203090	2574
CARHR065000	1677
CARHR036100	1367
CARHR287570	876
CARHR288240	1239
CARHR064750	981
CARHR010310	1556
CARHR033550	3225
CARHR226360	1363
CARHR166850	465
CARHR280030	555
CARHR224090	240
CARHR285040	207
CARHR248980	1499
CARHR195520	1144
CARHR039620	2105
CARHR203320	1506
CARHR282890	414
CARHR212120	2740
CARHR223620	1737
CARHR219710	274
CARHR112250	1706
CARHR213650	855
CARHR217570	735
CARHR085630	1829
CARHR176180	1356
CARHR288790	294
CARHR134880	822
CARHR011630	1881
CARHR105060	1566
CARHR293890	1954
CARHR040410	1595
CARHR153100	957
CARHR124250	3804
CARHR237900	762
CARHR291530	3206
CARHR173000	963
CARHR206310	999
CARHR134380	450
CARHR152850	444
CARHR208920	1083
CARHR217460	732
CARHR266160	2154
CARHR207950	768
CARHR291850	1590
CARHR239500	1620
CARHR063760	2077
CARHR043260	1200
CARHR228280	1507
CARHR154660	2786
CARHR078400	1140
CARHR290270	669
CARHR150560	777
CARHR158700	800
CARHR069050	3210
CARHR182010	719
CARHR018640	1909
CARHR014340	1533
CARHR011190	1432
CARHR214000	372
CARHR005240	498
CARHR163570	417
CARHR283070	798
CARHR043190	468
CARHR012690	216
CARHR230300	2240
CARHR152270	864
CARHR213380	2013
CARHR270830	1740
CARHR052440	882
CARHR172750	1946
CARHR176230	645
CARHR053710	702
CARHR257930	528
CARHR244090	1819
CARHR144620	2290
CARHR175760	2881
CARHR190000	927
CARHR276360	303
CARHR242800	249
CARHR062490	747
CARHR054840	2092
CARHR046010	1378
CARHR093220	2185
CARHR143160	2537
CARHR205830	2013
CARHR157730	483
CARHR163100	735
CARHR144190	3001
CARHR186680	3588
CARHR129370	1176
CARHR015430	606
CARHR058090	1038
CARHR062140	3936
CARHR180900	309
CARHR168540	369
CARHR179840	2376
CARHR120960	1731
CARHR174970	1146
CARHR151770	438
CARHR189880	855
CARHR291630	5559
CARHR067510	6957
CARHR169490	1206
CARHR280790	1090
CARHR186530	444
CARHR126490	2600
CARHR236620	1051
CARHR066640	429
CARHR078820	2334
CARHR019190	1038
CARHR294570	3032
CARHR293700	717
CARHR145570	2481
CARHR247540	804
CARHR165130	2500
CARHR187480	1608
CARHR231160	1626
CARHR082040	4480
CARHR210650	591
CARHR280860	234
CARHR010860	3711
CARHR098070	3671
CARHR211520	1677
CARHR254770	630
CARHR054150	297
CARHR110510	1167
CARHR151190	2044
CARHR149910	2080
CARHR093910	2814
CARHR049950	1350
CARHR188590	333
CARHR034570	1826
CARHR013770	933
CARHR097210	231
CARHR045090	621
CARHR249110	1197
CARHR269240	2591
CARHR121610	1314
CARHR082370	1029
CARHR075420	1340
CARHR044320	522
CARHR268110	3588
CARHR237570	2043
CARHR127720	1555
CARHR051520	1312
CARHR180270	267
CARHR255790	246
CARHR165790	1602
CARHR119330	501
CARHR059050	1850
CARHR188040	222
CARHR246630	1002
CARHR182600	1284
CARHR113330	183
CARHR166440	879
CARHR011430	1219
CARHR019220	1005
CARHR153840	501
CARHR020480	1353
CARHR167790	1997
CARHR017100	2484
CARHR079880	357
CARHR242390	1491
CARHR141890	1533
CARHR255420	693
CARHR021680	2220
CARHR192330	3927
CARHR217960	1683
CARHR098920	3444
CARHR050430	476
CARHR244770	1800
CARHR218120	1664
CARHR051380	879
CARHR055600	591
CARHR212240	2886
CARHR105600	856
CARHR101980	2870
CARHR029080	1696
CARHR203250	1035
CARHR256210	1899
CARHR021530	2127
CARHR114510	1413
CARHR052870	500
CARHR056550	237
CARHR016850	1563
CARHR102950	2043
CARHR113150	1579
CARHR163810	897
CARHR012160	1242
CARHR184590	863
CARHR146120	1807
CARHR141920	1710
CARHR262180	2140
CARHR267350	426
CARHR264910	2854
CARHR259930	633
CARHR145160	834
CARHR199760	4262
CARHR010450	3389
CARHR024330	1896
CARHR191150	717
CARHR118170	237
CARHR221470	645
CARHR161620	1047
CARHR163960	1774
CARHR167420	1482
CARHR055990	2631
CARHR220700	1464
CARHR168950	1797
CARHR024480	557
CARHR259680	1343
CARHR102370	687
CARHR261980	2533
CARHR268800	1794
CARHR253060	1602
CARHR057600	2388
CARHR109860	2472
CARHR286720	1203
CARHR052120	1094
CARHR032590	270
CARHR266400	1396
CARHR023590	426
CARHR194060	1440
CARHR209520	996
CARHR027680	822
CARHR076300	1728
CARHR117350	312
CARHR092630	1161
CARHR245240	2555
CARHR142350	3029
CARHR207570	500
CARHR143400	1863
CARHR032040	1485
CARHR107020	1539
CARHR107470	1119
CARHR087930	2100
CARHR079300	1723
CARHR243470	1107
CARHR170120	2637
CARHR068080	1593
CARHR177470	2291
CARHR006840	447
CARHR096470	1578
CARHR227160	1450
CARHR194680	2688
CARHR251680	3015
CARHR008990	2336
CARHR014190	3081
CARHR171900	1891
CARHR260760	1218
CARHR250080	883
CARHR170690	971
CARHR068550	1464
CARHR116000	819
CARHR202430	336
CARHR251350	1076
CARHR107290	855
CARHR103930	2265
CARHR059930	1976
CARHR108050	711
CARHR197080	1206
CARHR104920	288
CARHR035770	1062
CARHR262400	1597
CARHR036740	537
CARHR026220	558
CARHR085390	706
CARHR033710	1065
CARHR074430	9297
CARHR021940	7474
CARHR269760	1419
CARHR141800	1086
CARHR007460	573
CARHR132260	2913
CARHR128840	303
CARHR083670	477
CARHR223420	1254
CARHR259100	3575
CARHR073690	2157
CARHR196680	1980
CARHR006590	906
CARHR226610	1282
CARHR229640	1321
CARHR285530	2226
CARHR000850	1460
CARHR124090	651
CARHR221860	558
CARHR080010	957
CARHR274540	654
CARHR265840	1428
CARHR085060	1470
CARHR047520	387
CARHR196350	1558
CARHR261170	405
CARHR275490	2988
CARHR078490	819
CARHR239740	1914
CARHR273790	2154
CARHR263440	1155
CARHR075740	1108
CARHR039540	213
CARHR271320	858
CARHR162240	630
CARHR109090	252
CARHR279130	219
CARHR154910	990
CARHR173570	3004
CARHR006330	4380
CARHR031710	2037
CARHR131790	924
CARHR234240	633
CARHR085640	1014
CARHR134310	525
CARHR154830	2688
CARHR084510	4153
CARHR018480	624
CARHR014100	1503
CARHR128150	1736
CARHR228510	1582
CARHR271490	1807
CARHR135950	1829
CARHR224610	1221
CARHR131240	1485
CARHR018340	612
CARHR139090	4482
CARHR176430	807
CARHR138320	2226
CARHR175160	1002
CARHR221130	1425
CARHR005730	1084
CARHR206840	945
CARHR079460	1491
CARHR001020	1389
CARHR279790	1125
CARHR125050	243
CARHR272670	1704
CARHR172220	1879
CARHR201310	3901
CARHR089930	282
CARHR111000	405
CARHR108870	1971
CARHR279860	564
CARHR042000	2734
CARHR086600	839
CARHR071110	4683
CARHR130110	300
CARHR126650	1815
CARHR129600	1044
CARHR076460	3162
CARHR122720	675
CARHR231360	597
CARHR202120	2515
CARHR003770	2452
CARHR008500	1815
CARHR002820	438
CARHR160850	1762
CARHR293270	2097
CARHR007850	1920
CARHR240280	1435
CARHR110750	2855
CARHR081550	1764
CARHR205760	2658
CARHR282220	525
CARHR089200	5962
CARHR000080	900
CARHR201860	954
CARHR115630	780
CARHR249750	1649
CARHR097050	3696
CARHR045250	2565
CARHR273230	2664
CARHR209640	522
CARHR200190	4939
CARHR044120	1134
CARHR099230	603
CARHR090580	1696
CARHR274950	1032
CARHR095560	1308
CARHR203420	640
CARHR127520	552
CARHR155180	612
CARHR231980	2779
CARHR123450	591
CARHR003190	1383
CARHR213720	903
CARHR097580	1271
CARHR222660	1062
CARHR144220	2165
CARHR082600	1251
CARHR236350	1353
CARHR019420	807
CARHR237000	2191
CARHR155450	2283
CARHR095690	1539
CARHR123180	555
CARHR208060	759
CARHR080600	237
CARHR082070	294
CARHR200730	1071
CARHR154580	825
CARHR159750	1344
CARHR192130	2253
CARHR248060	5522
CARHR232180	258
CARHR252530	1286
CARHR248080	2247
CARHR233270	864
CARHR065630	3020
CARHR017470	345
CARHR282910	369
CARHR161810	2031
CARHR242620	1529
CARHR001840	642
CARHR013360	1824
CARHR069930	1810
CARHR202770	1440
CARHR246530	1327
CARHR192680	792
CARHR230230	1929
CARHR236970	3943
CARHR040330	312
CARHR121960	207
CARHR219500	1344
CARHR047640	3497
CARHR208680	1311
CARHR267110	738
CARHR246280	3766
CARHR060370	1227
CARHR154320	2611
CARHR150660	321
CARHR048920	225
CARHR094770	2310
CARHR118370	2733
CARHR195480	2335
CARHR167220	1125
CARHR029860	666
CARHR185950	1747
CARHR234720	1425
CARHR125930	414
CARHR216780	1338
CARHR288450	216
CARHR010120	1431
CARHR189250	4599
CARHR162540	414
CARHR245390	576
CARHR293910	5206
CARHR280200	990
CARHR214900	261
CARHR198160	1430
CARHR256940	951
CARHR056820	1975
CARHR176370	774
CARHR064270	408
CARHR266640	2992
CARHR213020	1641
CARHR118990	1085
CARHR097870	513
CARHR257010	648
CARHR121030	372
CARHR142110	1089
CARHR173630	1044
CARHR206100	1209
CARHR143640	967
CARHR046190	1538
CARHR115060	231
CARHR201450	743
CARHR191560	1350
CARHR266390	860
CARHR063130	603
CARHR043010	1107
CARHR079140	3359
CARHR167910	2237
CARHR092340	1155
CARHR149490	1320
CARHR158930	711
CARHR062840	2847
CARHR136170	2337
CARHR235090	1911
CARHR143390	3837
CARHR189920	4344
CARHR028800	695
CARHR169510	1543
CARHR192910	723
CARHR244110	2753
CARHR156090	1677
CARHR230110	2816
CARHR068710	663
CARHR250240	1191
CARHR235540	573
CARHR067720	1185
CARHR210590	615
CARHR053500	1308
CARHR057880	213
CARHR092960	2400
CARHR190210	1179
CARHR197240	1611
CARHR062260	2766
CARHR254090	285
CARHR145940	1438
CARHR042760	1704
CARHR046220	2933
CARHR107900	1386
CARHR269160	903
CARHR059480	1143
CARHR045750	1161
CARHR048100	996
CARHR074630	6277
CARHR114080	2444
CARHR126350	720
CARHR112870	408
CARHR183440	1725
CARHR127330	924
CARHR058680	333
CARHR105310	225
CARHR073170	2775
CARHR155840	1257
CARHR152070	864
CARHR231640	2103
CARHR074180	1056
CARHR236010	1491
CARHR172190	1604
CARHR050080	312
CARHR254630	660
CARHR293130	2679
CARHR058530	1503
CARHR049850	711
CARHR061760	1006
CARHR010950	201
CARHR196110	1453
CARHR255320	4751
CARHR166630	2475
CARHR252670	3281
CARHR016460	1029
CARHR184140	1680
CARHR243230	2523
CARHR099170	420
CARHR075580	1069
CARHR264370	876
CARHR117570	168
CARHR023030	2394
CARHR161170	2522
CARHR097570	1583
CARHR055100	1056
CARHR289260	1323
CARHR024050	474
CARHR140660	1254
CARHR066940	1477
CARHR113050	1087
CARHR118350	1632
CARHR104760	357
CARHR263130	925
CARHR091200	195
CARHR020560	1608
CARHR022840	945
CARHR010010	387
CARHR258980	729
CARHR061180	1278
CARHR079920	1371
CARHR146620	810
CARHR251800	4537
CARHR139250	330
CARHR037890	984
CARHR119100	3341
CARHR011600	1381
CARHR138120	1542
CARHR022340	2544
CARHR133310	597
CARHR225850	834
CARHR196800	264
CARHR017730	1206
CARHR156510	264
CARHR185230	630
CARHR029320	1709
CARHR116620	1401
CARHR056450	519
CARHR199350	591
CARHR253180	2304
CARHR063850	4444
CARHR198400	1542
CARHR055810	702
CARHR105410	627
CARHR267250	378
CARHR162340	958
CARHR256000	645
CARHR114700	935
CARHR215440	1308
CARHR147970	408
CARHR091080	2706
CARHR057410	1426
CARHR142250	2881
CARHR112010	768
CARHR031990	1970
CARHR106260	631
CARHR070610	2629
CARHR259760	1749
CARHR032940	765
CARHR023140	1466
CARHR028490	1110
CARHR091550	4230
CARHR187820	1535
CARHR076110	891
CARHR084990	1651
CARHR165410	3342
CARHR137340	960
CARHR281800	1855
CARHR132190	1387
CARHR224890	1988
CARHR220570	354
CARHR134920	258
CARHR024690	240
CARHR217250	2440
CARHR182270	653
CARHR194180	1737
CARHR008070	1912
CARHR053970	1155
CARHR171440	1599
CARHR257750	339
CARHR209480	567
CARHR170710	945
CARHR058940	2663
CARHR203620	1635
CARHR250760	357
CARHR287320	2408
CARHR115540	1938
CARHR177840	3139
CARHR103010	4193
CARHR194230	1582
CARHR087870	852
CARHR204160	1994
CARHR028610	321
CARHR203190	1544
CARHR189490	2329
CARHR039850	1272
CARHR019920	1393
CARHR136430	1239
CARHR131420	2710
CARHR263960	1044
CARHR159510	1376
CARHR044810	3488
CARHR027340	2925
CARHR258170	222
CARHR072340	715
CARHR178260	2514
CARHR211860	2049
CARHR265490	1944
CARHR086830	3756
CARHR073430	4329
CARHR025270	645
CARHR202570	722
CARHR037460	357
CARHR286050	813
CARHR226130	2790
CARHR108790	814
CARHR197760	789
CARHR040130	630
CARHR047480	474
CARHR177150	1053
CARHR275510	1257
CARHR286580	399
CARHR155890	1050
CARHR130770	990
CARHR108240	156
CARHR040680	3232
