# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrD.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam
TraesCS1D02G323000	chr1D	415645480	415647029	-	1550	0
TraesCS1D02G323100	chr1D	416097486	416102366	-	4881	0
TraesCS1D02G323200	chr1D	416112481	416116942	-	4462	0
TraesCS1D02G323300	chr1D	416116942	416119622	-	2681	0
TraesCS1D02G323400	chr1D	416125454	416126389	+	936	0
TraesCS1D02G323500	chr1D	416126389	416129772	+	3384	40
TraesCS1D02G323600	chr1D	416148495	416150893	+	2399	0
TraesCS1D02G323800	chr1D	416353367	416357122	-	3756	0
TraesCS1D02G323900	chr1D	416454901	416465181	-	10281	0
TraesCS1D02G324100	chr1D	416467759	416469625	-	1867	0
TraesCS1D02G324000	chr1D	416468796	416470635	+	1840	0
TraesCS1D02G324200	chr1D	416470318	416475537	-	5220	42
TraesCS1D02G324400	chr1D	416610196	416624522	+	14327	0
TraesCS1D02G324600	chr1D	416703537	416704962	+	1426	0
TraesCS1D02G324700	chr1D	416841426	416846218	+	4793	0
TraesCS1D02G324800	chr1D	416985605	416987422	+	1818	0
TraesCS1D02G325000	chr1D	417365373	417367571	-	2199	0
TraesCS1D02G325100	chr1D	417572722	417573844	+	1123	0
TraesCS1D02G325200	chr1D	417573771	417577156	-	3386	19
TraesCS1D02G325300	chr1D	418043909	418046910	+	3002	0
TraesCS1D02G325400	chr1D	418099904	418102068	-	2165	0
TraesCS1D02G325500	chr1D	418192467	418204627	+	12161	0
TraesCS1D02G325600	chr1D	418239168	418243022	-	3855	0
TraesCS1D02G325700	chr1D	418261547	418263056	+	1510	0
TraesCS1D02G325800	chr1D	418660273	418667373	-	7101	0
TraesCS1D02G325900	chr1D	418668902	418670384	-	1483	0
TraesCS1D02G326100	chr1D	418735578	418736829	-	1252	0
TraesCS1D02G326200	chr1D	418754320	418756086	-	1767	0
TraesCS1D02G326300	chr1D	418878710	418880192	-	1483	0
TraesCS1D02G326400	chr1D	419060689	419069629	+	8941	0
TraesCS1D02G326500	chr1D	419068939	419072353	-	3415	0
TraesCS1D02G326600	chr1D	419171049	419172661	-	1613	0
TraesCS1D02G326700	chr1D	419201480	419203087	+	1608	0
TraesCS1D02G326800	chr1D	419211371	419212622	-	1252	0
TraesCS1D02G326900	chr1D	419295097	419296396	-	1300	0
TraesCS1D02G327000	chr1D	419462373	419467203	+	4831	10
TraesCS1D02G327100	chr1D	419467327	419471129	+	3803	4
TraesCS1D02G327200	chr1D	419471916	419474737	+	2822	192
TraesCS1D02G327300	chr1D	419478982	419481527	+	2546	0
TraesCS1D02G327400	chr1D	419602087	419603525	+	1439	0
TraesCS1D02G327500	chr1D	419717234	419724244	+	7011	0
TraesCS1D02G327600	chr1D	419723448	419729005	-	5558	2
TraesCS1D02G327700	chr1D	419732865	419745002	-	12138	32
TraesCS1D02G327800	chr1D	419964572	419968594	-	4023	0
TraesCS1D02G327900	chr1D	419985274	419994276	+	9003	0
TraesCS1D02G328000	chr1D	419994276	419996078	+	1803	172
TraesCS1D02G328100	chr1D	419997884	420000401	-	2518	0
TraesCS1D02G328200	chr1D	420008422	420010414	-	1993	0
TraesCS1D02G328300	chr1D	420075337	420081207	+	5871	0
TraesCS1D02G328400	chr1D	420077908	420079123	+	1216	0
TraesCS1D02G328500	chr1D	420081207	420083525	+	2319	0
TraesCS1D02G328600	chr1D	420103556	420105050	+	1495	0
TraesCS1D02G328700	chr1D	420236698	420238732	-	2035	0
TraesCS1D02G328800	chr1D	420372510	420374318	+	1809	0
TraesCS1D02G328900	chr1D	420377924	420379950	-	2027	0
TraesCS1D02G329000	chr1D	420536196	420540492	+	4297	0
TraesCS1D02G329100	chr1D	420540492	420546981	+	6490	12
TraesCS1D02G329200	chr1D	420546351	420549825	-	3475	1
TraesCS1D02G329300	chr1D	420552570	420567257	-	14688	21
TraesCS1D02G329400	chr1D	420596732	420602377	+	5646	0
TraesCS1D02G329500	chr1D	420639745	420641345	-	1601	0
TraesCS1D02G329600	chr1D	420649454	420650771	+	1318	0
TraesCS1D02G329700	chr1D	420649870	420652460	-	2591	0
TraesCS1D02G329800	chr1D	420655932	420660822	-	4891	0
TraesCS1D02G329900	chr1D	420742425	420743694	+	1270	0
TraesCS1D02G330000	chr1D	420745579	420747247	-	1669	0
TraesCS1D02G330200	chr1D	420845087	420853296	-	8210	0
TraesCS1D02G330300	chr1D	420854641	420860814	-	6174	0
TraesCS1D02G330400	chr1D	420892136	420900996	+	8861	0
TraesCS1D02G330500	chr1D	420923419	420930157	+	6739	0
TraesCS1D02G330600	chr1D	421021346	421023345	+	2000	8
TraesCS1D02G330700	chr1D	421022422	421029077	-	6656	0
TraesCS1D02G330800	chr1D	421031358	421036935	+	5578	0
TraesCS1D02G330900	chr1D	421084483	421085956	-	1474	0
TraesCS1D02G331000	chr1D	421215894	421225513	+	9620	0
TraesCS1D02G331100	chr1D	421226124	421228361	+	2238	0
TraesCS1D02G331200	chr1D	421464934	421466644	+	1711	0
TraesCS1D02G331300	chr1D	422051798	422059423	+	7626	4
TraesCS1D02G331400	chr1D	422289880	422293461	+	3582	0
TraesCS1D02G331500	chr1D	422294848	422323064	-	28217	0
TraesCS1D02G331600	chr1D	422673772	422676475	+	2704	4
TraesCS1D02G331700	chr1D	422679247	422685168	+	5922	0
TraesCS1D02G331800	chr1D	422735634	422736984	-	1351	0
TraesCS1D02G331900	chr1D	422818751	422820191	-	1441	0
TraesCS1D02G332000	chr1D	422840191	422842039	-	1849	0
TraesCS1D02G332100	chr1D	422848643	422850427	-	1785	0
TraesCS1D02G332200	chr1D	422867961	422873459	-	5499	0
TraesCS1D02G332300	chr1D	422992329	422993709	+	1381	0
TraesCS1D02G332500	chr1D	423032751	423037576	-	4826	43
TraesCS1D02G332600	chr1D	423039944	423043505	-	3562	17
TraesCS1D02G332700	chr1D	423043505	423050224	-	6720	0
TraesCS1D02G332800	chr1D	423056072	423059615	-	3544	0
TraesCS1D02G332900	chr1D	423249887	423259722	+	9836	33
TraesCS1D02G333000	chr1D	423261565	423270992	+	9428	0
TraesCS1D02G333100	chr1D	423275024	423279693	+	4670	0
TraesCS1D02G333200	chr1D	423597891	423607735	+	9845	23
TraesCS1D02G333300	chr1D	423643651	423645862	+	2212	0
TraesCS1D02G333400	chr1D	423645862	423648745	+	2884	0
TraesCS1D02G333500	chr1D	423670382	423672434	+	2053	8
TraesCS1D02G333600	chr1D	423732432	423733776	-	1345	0
TraesCS1D02G333700	chr1D	423735935	423737783	-	1849	0
TraesCS1D02G333800	chr1D	423763810	423767821	+	4012	0
TraesCS1D02G333900	chr1D	423855897	423863588	-	7692	0
TraesCS1D02G334000	chr1D	423881990	423882945	+	956	0
TraesCS1D02G334100	chr1D	423882945	423884394	+	1450	0
TraesCS1D02G334200	chr1D	423918254	423923844	-	5591	63
TraesCS1D02G334300	chr1D	423925564	423929140	-	3577	0
TraesCS1D02G334400	chr1D	424728000	424732312	+	4313	0
TraesCS1D02G334500	chr1D	424733214	424734612	+	1399	0
TraesCS1D02G334600	chr1D	424735493	424743638	-	8146	20
TraesCS1D02G334700	chr1D	424867891	424869421	+	1531	0
TraesCS1D02G334800	chr1D	424987031	424991036	+	4006	18
TraesCS1D02G334900	chr1D	424990537	424992317	-	1781	2
TraesCS1D02G335000	chr1D	425036307	425039098	-	2792	0
TraesCS1D02G335100	chr1D	425041967	425047512	-	5546	0
TraesCS1D02G335200	chr1D	425053845	425057367	+	3523	0
TraesCS1D02G335300	chr1D	425299621	425301562	+	1942	3
TraesCS1D02G335400	chr1D	425568811	425575047	+	6237	0
TraesCS1D02G335500	chr1D	425672166	425676868	+	4703	0
TraesCS1D02G335600	chr1D	425924479	425925967	-	1489	0
TraesCS1D02G335700	chr1D	426161567	426167817	+	6251	0
TraesCS1D02G335800	chr1D	426167879	426172308	+	4430	1
TraesCS1D02G335900	chr1D	426174580	426179353	+	4774	1
TraesCS1D02G336000	chr1D	426180034	426181734	+	1701	0
TraesCS1D02G336100	chr1D	426181449	426183689	-	2241	0
TraesCS1D02G336200	chr1D	426404662	426407861	+	3200	0
TraesCS1D02G336300	chr1D	426414871	426420271	-	5401	0
TraesCS1D02G336400	chr1D	426594732	426600965	+	6234	61
TraesCS1D02G336500	chr1D	426614875	426617362	-	2488	0
TraesCS1D02G336600	chr1D	426651919	426653931	+	2013	0
TraesCS1D02G336700	chr1D	426746821	426749283	+	2463	0
TraesCS1D02G336800	chr1D	426754334	426756131	+	1798	0
TraesCS1D02G336900	chr1D	426868492	426870633	-	2142	0
TraesCS1D02G337000	chr1D	426920281	426921514	+	1234	0
TraesCS1D02G337100	chr1D	426978267	426981135	+	2869	0
TraesCS1D02G337200	chr1D	426987228	426991925	+	4698	0
TraesCS1D02G337300	chr1D	427039018	427041864	+	2847	0
TraesCS1D02G337400	chr1D	427148433	427154780	+	6348	0
TraesCS1D02G337500	chr1D	427148730	427158982	-	10253	0
TraesCS1D02G337600	chr1D	427233854	427238250	-	4397	0
TraesCS1D02G337700	chr1D	427308675	427311086	-	2412	0
TraesCS1D02G337800	chr1D	427317025	427319617	-	2593	0
TraesCS1D02G337900	chr1D	427329651	427332240	-	2590	0
TraesCS1D02G338000	chr1D	427369772	427372298	-	2527	0
TraesCS1D02G338100	chr1D	427477191	427486273	-	9083	0
TraesCS1D02G338200	chr1D	427594461	427596874	-	2414	0
TraesCS1D02G338300	chr1D	427614885	427618656	+	3772	0
TraesCS1D02G338400	chr1D	427618541	427623125	-	4585	26
TraesCS1D02G338500	chr1D	427627123	427631289	+	4167	0
TraesCS1D02G338600	chr1D	427696467	427698576	-	2110	0
TraesCS1D02G338700	chr1D	427704774	427707613	+	2840	0
TraesCS1D02G338800	chr1D	427912134	427916392	+	4259	0
TraesCS1D02G338900	chr1D	427938726	427948834	-	10109	0
TraesCS1D02G339000	chr1D	428611591	428612944	-	1354	0
TraesCS1D02G339023	chr1D	428662856	428664218	-	1363	0
TraesCS1D02G339100	chr1D	429020481	429022428	+	1948	0
TraesCS1D02G339200	chr1D	429025188	429027645	+	2458	0
TraesCS1D02G339300	chr1D	429024557	429026567	-	2011	0
TraesCS1D02G339400	chr1D	429491956	429494421	+	2466	0
TraesCS1D02G339500	chr1D	429506875	429508294	+	1420	0
TraesCS1D02G339600	chr1D	429599432	429602298	+	2867	0
TraesCS1D02G339700	chr1D	429696227	429700853	+	4627	125
TraesCS1D02G339800	chr1D	429702328	429704299	+	1972	0
TraesCS1D02G339900	chr1D	430038479	430040504	+	2026	0
TraesCS1D02G340100	chr1D	430226513	430229940	+	3428	0
TraesCS1D02G340200	chr1D	430311800	430313905	+	2106	0
TraesCS1D02G340300	chr1D	430322164	430324628	-	2465	2
TraesCS1D02G340400	chr1D	430410196	430416501	+	6306	0
TraesCS1D02G340500	chr1D	430415861	430420775	-	4915	0
TraesCS1D02G340600	chr1D	430451744	430454506	-	2763	92
TraesCS1D02G340700	chr1D	430466465	430467890	+	1426	5
TraesCS1D02G340800	chr1D	430467799	430469335	-	1537	0
TraesCS1D02G340900	chr1D	430480424	430482152	-	1729	6
TraesCS1D02G341000	chr1D	430563939	430573646	-	9708	0
TraesCS1D02G341100	chr1D	430975701	430983376	-	7676	0
TraesCS1D02G341200	chr1D	431425835	431431931	+	6097	0
TraesCS1D02G341300	chr1D	431426526	431433189	-	6664	0
TraesCS1D02G341500	chr1D	431516749	431524156	+	7408	0
TraesCS1D02G341600	chr1D	431703681	431707895	+	4215	38
TraesCS1D02G341700	chr1D	431708496	431711135	-	2640	0
TraesCS1D02G341800	chr1D	431797581	431803710	-	6130	6
TraesCS1D02G341900	chr1D	431806525	431814799	-	8275	11
TraesCS1D02G342000	chr1D	431817415	431824082	-	6668	1
TraesCS1D02G342100	chr1D	431825203	431829795	-	4593	0
TraesCS1D02G342200	chr1D	431955239	431959024	+	3786	7
TraesCS1D02G342300	chr1D	431958794	431969140	-	10347	0
TraesCS1D02G342400	chr1D	432016016	432022545	-	6530	4
TraesCS1D02G342500	chr1D	432201535	432202969	+	1435	0
TraesCS1D02G342600	chr1D	432202564	432205595	-	3032	0
TraesCS1D02G342700	chr1D	432205595	432210124	-	4530	0
TraesCS1D02G342800	chr1D	432227741	432232977	-	5237	0
TraesCS1D02G342900	chr1D	432308303	432310584	+	2282	0
TraesCS1D02G343000	chr1D	432318333	432321633	+	3301	0
TraesCS1D02G343100	chr1D	432336220	432337864	+	1645	0
TraesCS1D02G343200	chr1D	432337005	432339824	-	2820	0
TraesCS1D02G343300	chr1D	432387326	432389451	-	2126	0
TraesCS1D02G343400	chr1D	432405975	432410735	+	4761	0
TraesCS1D02G343500	chr1D	432548958	432551630	-	2673	0
TraesCS1D02G343600	chr1D	432634317	432637983	-	3667	0
TraesCS1D02G343700	chr1D	432702081	432705434	+	3354	0
TraesCS1D02G343800	chr1D	432706063	432714831	-	8769	0
TraesCS1D02G343900	chr1D	432784938	432788368	-	3431	0
TraesCS1D02G344000	chr1D	432791275	432797621	+	6347	0
TraesCS1D02G344100	chr1D	432797791	432802472	+	4682	0
TraesCS1D02G344200	chr1D	432806534	432809474	-	2941	0
TraesCS1D02G344300	chr1D	433060469	433062927	+	2459	2
TraesCS1D02G344400	chr1D	433059894	433061277	-	1384	0
TraesCS1D02G344500	chr1D	433092514	433095013	+	2500	0
TraesCS1D02G344600	chr1D	433208765	433214813	+	6049	0
TraesCS1D02G344700	chr1D	433212314	433216933	-	4620	14
TraesCS1D02G344800	chr1D	433251826	433255128	+	3303	0
TraesCS1D02G344900	chr1D	433257993	433260308	+	2316	0
TraesCS1D02G345000	chr1D	433265152	433269189	-	4038	0
TraesCS1D02G345100	chr1D	433273314	433280377	-	7064	2
TraesCS1D02G345200	chr1D	433363632	433370028	+	6397	5
TraesCS1D02G345300	chr1D	433371313	433377321	+	6009	0
TraesCS1D02G345400	chr1D	433393285	433396926	-	3642	0
TraesCS1D02G345500	chr1D	433511491	433513988	+	2498	0
TraesCS1D02G345600	chr1D	433516330	433520420	+	4091	0
TraesCS1D02G345700	chr1D	433538484	433539768	+	1285	0
TraesCS1D02G345800	chr1D	433542556	433543840	+	1285	0
TraesCS1D02G346000	chr1D	433813965	433815249	+	1285	0
TraesCS1D02G346100	chr1D	433899291	433906345	+	7055	0
TraesCS1D02G346200	chr1D	433911304	433917828	+	6525	10
TraesCS1D02G346300	chr1D	433950630	433951962	-	1333	0
TraesCS1D02G346400	chr1D	433967991	433981506	-	13516	0
TraesCS1D02G346500	chr1D	434033136	434036845	-	3710	0
TraesCS1D02G346600	chr1D	434234435	434236649	+	2215	0
TraesCS1D02G346700	chr1D	434239997	434244849	+	4853	0
TraesCS1D02G346800	chr1D	434244849	434246160	+	1312	0
TraesCS1D02G346900	chr1D	434267438	434270267	+	2830	0
TraesCS1D02G347000	chr1D	434274003	434279820	+	5818	0
TraesCS1D02G347100	chr1D	434281823	434287291	+	5469	0
TraesCS1D02G347200	chr1D	434321541	434323938	+	2398	0
TraesCS1D02G347300	chr1D	434337226	434340572	+	3347	0
TraesCS1D02G347400	chr1D	434367010	434373136	+	6127	0
TraesCS1D02G347500	chr1D	434385760	434389650	+	3891	0
TraesCS1D02G347600	chr1D	434505282	434506800	+	1519	0
TraesCS1D02G347700	chr1D	434608403	434614140	-	5738	0
TraesCS1D02G347800	chr1D	435044680	435048317	+	3638	0
TraesCS1D02G347900	chr1D	435050178	435052132	+	1955	0
TraesCS1D02G348000	chr1D	435144707	435149827	+	5121	0
TraesCS1D02G348100	chr1D	435148911	435154408	-	5498	0
TraesCS1D02G348200	chr1D	435156334	435163249	-	6916	0
TraesCS1D02G348300	chr1D	435235290	435251637	-	16348	0
TraesCS1D02G348400	chr1D	435259253	435265810	-	6558	0
TraesCS1D02G348500	chr1D	435272486	435274550	-	2065	0
TraesCS1D02G348600	chr1D	435274550	435278024	-	3475	0
TraesCS1D02G348700	chr1D	435294434	435295097	+	664	0
TraesCS1D02G348800	chr1D	435294607	435297443	-	2837	0
TraesCS1D02G348900	chr1D	435305565	435320223	-	14659	0
TraesCS1D02G349000	chr1D	435365127	435370338	+	5212	0
TraesCS1D02G349100	chr1D	435465529	435469330	+	3802	0
TraesCS1D02G349200	chr1D	435533760	435535560	-	1801	0
TraesCS1D02G349300	chr1D	435732935	435734297	-	1363	0
TraesCS1D02G349336	chr1D	435738040	435741654	+	3615	0
TraesCS1D02G349400	chr1D	435748670	435751610	+	2941	0
TraesCS1D02G349500	chr1D	435751705	435756014	+	4310	0
TraesCS1D02G349600	chr1D	435755126	435760149	-	5024	0
TraesCS1D02G349700	chr1D	435800047	435803208	-	3162	148
TraesCS1D02G349800	chr1D	435926653	435929389	+	2737	0
TraesCS1D02G349900	chr1D	436021744	436023903	-	2160	5
TraesCS1D02G350000	chr1D	436081888	436084774	+	2887	0
TraesCS1D02G350100	chr1D	436084585	436087356	-	2772	0
TraesCS1D02G350200	chr1D	436094693	436098722	-	4030	0
TraesCS1D02G350300	chr1D	436104935	436107712	-	2778	0
TraesCS1D02G350400	chr1D	436112746	436115576	+	2831	0
TraesCS1D02G350500	chr1D	436187377	436189306	+	1930	11
TraesCS1D02G350600	chr1D	436188801	436197416	-	8616	0
TraesCS1D02G350800	chr1D	436209482	436216317	+	6836	0
TraesCS1D02G350700	chr1D	436209040	436210882	-	1843	0
TraesCS1D02G350900	chr1D	436215317	436217291	-	1975	0
TraesCS1D02G351000	chr1D	436329035	436335575	+	6541	0
TraesCS1D02G351100	chr1D	436604148	436605447	+	1300	0
TraesCS1D02G351200	chr1D	436608398	436616149	+	7752	0
TraesCS1D02G351300	chr1D	436613582	436617183	-	3602	5
TraesCS1D02G351400	chr1D	436617722	436623971	-	6250	3
TraesCS1D02G351500	chr1D	436651810	436655228	-	3419	4
TraesCS1D02G351600	chr1D	436709123	436713581	-	4459	0
TraesCS1D02G351700	chr1D	436982257	436987184	-	4928	26
TraesCS1D02G351800	chr1D	436998306	437001786	-	3481	4
TraesCS1D02G351900	chr1D	437291534	437293007	-	1474	0
TraesCS1D02G352000	chr1D	437299452	437301516	-	2065	4
TraesCS1D02G352100	chr1D	437410506	437413114	+	2609	0
TraesCS1D02G352200	chr1D	437422123	437426621	+	4499	0
TraesCS1D02G352300	chr1D	437443195	437449396	+	6202	0
TraesCS1D02G352500	chr1D	437847604	437860415	-	12812	0
TraesCS1D02G352600	chr1D	438225591	438229351	-	3761	9
TraesCS1D02G352700	chr1D	438255947	438259003	-	3057	0
TraesCS1D02G352800	chr1D	438274023	438275337	+	1315	0
TraesCS1D02G352900	chr1D	438319176	438325946	-	6771	0
TraesCS1D02G353000	chr1D	438326659	438327991	-	1333	0
TraesCS1D02G353100	chr1D	438368391	438372379	+	3989	438
TraesCS1D02G353111	chr1D	438372380	438374096	+	1717	0
TraesCS1D02G353200	chr1D	438580470	438583950	-	3481	0
TraesCS1D02G353300	chr1D	439023110	439028908	-	5799	62
TraesCS1D02G353400	chr1D	439066982	439072479	-	5498	18
TraesCS1D02G353600	chr1D	439164751	439166212	+	1462	0
TraesCS1D02G353700	chr1D	439214320	439216633	-	2314	0
TraesCS1D02G353800	chr1D	439305464	439307254	+	1791	28
TraesCS1D02G353900	chr1D	439341188	439346817	+	5630	0
TraesCS1D02G354000	chr1D	439347283	439349529	+	2247	0
TraesCS1D02G354100	chr1D	439413111	439415360	-	2250	0
TraesCS1D02G354300	chr1D	439506369	439508603	+	2235	0
TraesCS1D02G354400	chr1D	439557364	439558789	+	1426	0
TraesCS1D02G354500	chr1D	439627080	439631558	-	4479	0
TraesCS1D02G354600	chr1D	439671134	439673013	+	1880	0
TraesCS1D02G354700	chr1D	439726615	439728205	+	1591	0
TraesCS1D02G354800	chr1D	439733194	439734812	+	1619	0
TraesCS1D02G354900	chr1D	439863797	439869194	+	5398	6
TraesCS1D02G355000	chr1D	439868521	439872115	-	3595	0
TraesCS1D02G355100	chr1D	439873401	439874942	-	1542	0
TraesCS1D02G355200	chr1D	439877998	439883243	-	5246	18
TraesCS1D02G355300	chr1D	439926726	439931083	-	4358	0
TraesCS1D02G355400	chr1D	440039290	440045051	+	5762	10
TraesCS1D02G355500	chr1D	440044294	440047246	-	2953	0
TraesCS1D02G355600	chr1D	440047999	440049406	-	1408	0
TraesCS1D02G355700	chr1D	440086055	440087327	-	1273	0
TraesCS1D02G355800	chr1D	440398265	440402448	+	4184	23
TraesCS1D02G355900	chr1D	440404422	440408765	+	4344	0
TraesCS1D02G356000	chr1D	440407968	440411513	-	3546	23
TraesCS1D02G356100	chr1D	440718362	440721763	+	3402	12
TraesCS1D02G356200	chr1D	441006403	441007984	-	1582	0
TraesCS1D02G356300	chr1D	441008747	441011542	-	2796	0
TraesCS1D02G356400	chr1D	441011542	441013932	-	2391	0
TraesCS1D02G356500	chr1D	441014641	441016507	-	1867	0
TraesCS1D02G356600	chr1D	441016507	441019178	-	2672	0
TraesCS1D02G356700	chr1D	441030214	441032851	-	2638	0
TraesCS1D02G356800	chr1D	441032851	441034744	-	1894	0
TraesCS1D02G356900	chr1D	441067006	441075743	+	8738	27
TraesCS1D02G357000	chr1D	441074814	441080373	-	5560	0
TraesCS1D02G357100	chr1D	441205214	441208290	+	3077	0
TraesCS1D02G357200	chr1D	441296724	441299444	+	2721	1
TraesCS1D02G357300	chr1D	441299444	441302762	+	3319	0
TraesCS1D02G357400	chr1D	441302760	441305117	-	2358	0
TraesCS1D02G357500	chr1D	441306030	441309310	-	3281	0
TraesCS1D02G357600	chr1D	441569455	441574335	+	4881	39
TraesCS1D02G357700	chr1D	441577004	441578321	+	1318	0
TraesCS1D02G357800	chr1D	441631112	441632372	+	1261	0
TraesCS1D02G357900	chr1D	441644275	441645592	+	1318	0
TraesCS1D02G358000	chr1D	441738716	441740036	+	1321	0
TraesCS1D02G358100	chr1D	441740534	441741851	+	1318	0
TraesCS1D02G358200	chr1D	441749850	441752968	+	3119	0
TraesCS1D02G358400	chr1D	442050271	442053467	+	3197	0
TraesCS1D02G358500	chr1D	442329733	442334663	+	4931	0
TraesCS1D02G358600	chr1D	442370478	442374438	+	3961	0
TraesCS1D02G358700	chr1D	442377256	442378573	-	1318	0
TraesCS1D02G358900	chr1D	442423583	442426013	-	2431	0
TraesCS1D02G359000	chr1D	442439096	442441109	-	2014	0
TraesCS1D02G359100	chr1D	442525529	442528124	+	2596	7
TraesCS1D02G359200	chr1D	442684785	442687373	-	2589	0
TraesCS1D02G359300	chr1D	442789147	442792161	-	3015	0
TraesCS1D02G359400	chr1D	442798063	442800711	+	2649	0
TraesCS1D02G359500	chr1D	442900993	442907129	-	6137	0
TraesCS1D02G359600	chr1D	442908553	442910812	-	2260	0
TraesCS1D02G359700	chr1D	443108825	443110127	+	1303	0
TraesCS1D02G359800	chr1D	443111221	443112697	-	1477	0
TraesCS1D02G359900	chr1D	443115110	443118092	+	2983	0
TraesCS1D02G360000	chr1D	443166586	443168282	-	1697	2
TraesCS1D02G360100	chr1D	443216991	443219319	-	2329	0
TraesCS1D02G360200	chr1D	443376389	443379606	-	3218	0
TraesCS1D02G360300	chr1D	443426612	443431800	-	5189	0
TraesCS1D02G360400	chr1D	443463872	443467472	-	3601	0
TraesCS1D02G360500	chr1D	443552637	443556339	+	3703	0
TraesCS1D02G360600	chr1D	443716098	443719946	+	3849	1
TraesCS1D02G360700	chr1D	443746029	443747979	-	1951	0
TraesCS1D02G360800	chr1D	443798009	443800610	+	2602	0
TraesCS1D02G360900	chr1D	443816149	443821019	+	4871	0
TraesCS1D02G361000	chr1D	443821287	443826625	+	5339	33
TraesCS1D02G361100	chr1D	443960823	443963472	+	2650	0
TraesCS1D02G361200	chr1D	444135529	444138498	+	2970	0
TraesCS1D02G361300	chr1D	444144180	444148745	+	4566	0
TraesCS1D02G361400	chr1D	444149824	444152412	-	2589	9
TraesCS1D02G361500	chr1D	444334027	444339996	-	5970	10
TraesCS1D02G361600	chr1D	444340361	444343845	-	3485	0
TraesCS1D02G361700	chr1D	444343986	444349657	+	5672	9
TraesCS1D02G361800	chr1D	444361818	444367699	+	5882	0
TraesCS1D02G361900	chr1D	444368410	444372741	+	4332	0
TraesCS1D02G362000	chr1D	444381216	444384130	-	2915	0
TraesCS1D02G362100	chr1D	444522773	444524507	-	1735	0
TraesCS1D02G362200	chr1D	444629200	444630959	-	1760	0
TraesCS1D02G362300	chr1D	444728617	444729994	-	1378	0
TraesCS1D02G362400	chr1D	444787824	444789201	-	1378	0
TraesCS1D02G362500	chr1D	444844403	444846959	-	2557	0
TraesCS1D02G362600	chr1D	444851164	444852789	-	1626	0
TraesCS1D02G362700	chr1D	444853637	444861945	-	8309	16
TraesCS1D02G362800	chr1D	444863595	444866836	+	3242	0
TraesCS1D02G362900	chr1D	444891776	444894135	+	2360	0
TraesCS1D02G363000	chr1D	444896905	444908596	-	11692	0
TraesCS1D02G363100	chr1D	444898751	444901034	+	2284	0
TraesCS1D02G363300	chr1D	445038290	445040625	-	2336	10
TraesCS1D02G363400	chr1D	445056100	445074469	+	18370	0
TraesCS1D02G363500	chr1D	445071766	445075871	-	4106	2
TraesCS1D02G363600	chr1D	445186192	445188230	-	2039	0
TraesCS1D02G363700	chr1D	445188997	445197849	-	8853	3
TraesCS1D02G363800	chr1D	445226743	445229862	+	3120	70
TraesCS1D02G363900	chr1D	445237791	445242344	+	4554	2
TraesCS1D02G364000	chr1D	445246543	445248789	+	2247	0
TraesCS1D02G364100	chr1D	445286225	445288608	+	2384	0
TraesCS1D02G364200	chr1D	445317523	445319303	+	1781	0
TraesCS1D02G364300	chr1D	445323917	445326103	-	2187	0
TraesCS1D02G364400	chr1D	445365148	445366879	-	1732	0
TraesCS1D02G364500	chr1D	445367409	445369033	+	1625	0
