# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrA.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam
TraesCS2A02G365100	chr2A	608933444	608934713	-	1270	0
TraesCS2A02G365200	chr2A	608938200	608940069	+	1870	0
TraesCS2A02G365300	chr2A	610058525	610067933	+	9409	0
TraesCS2A02G365400	chr2A	610114198	610117224	-	3027	0
TraesCS2A02G365500	chr2A	610177197	610179167	+	1971	0
TraesCS2A02G365600	chr2A	610233856	610238291	-	4436	0
TraesCS2A02G365700	chr2A	610239293	610241732	-	2440	0
TraesCS2A02G365800	chr2A	610643068	610663000	+	19933	0
TraesCS2A02G366000	chr2A	610708391	610710308	+	1918	0
TraesCS2A02G366100	chr2A	610710308	610713939	+	3632	0
TraesCS2A02G366200	chr2A	610711237	610715597	-	4361	0
TraesCS2A02G366300	chr2A	610790242	610791616	+	1375	0
TraesCS2A02G366400	chr2A	610974560	610978891	+	4332	0
TraesCS2A02G366500	chr2A	610993945	610996243	-	2299	0
TraesCS2A02G366600	chr2A	610997563	610999279	-	1717	0
TraesCS2A02G366700	chr2A	611037468	611044597	-	7130	3
TraesCS2A02G366900	chr2A	611099399	611105799	+	6401	3
TraesCS2A02G367000	chr2A	611105205	611107863	-	2659	0
TraesCS2A02G367100	chr2A	611108321	611112330	-	4010	1
TraesCS2A02G367200	chr2A	611279788	611282760	-	2973	0
TraesCS2A02G367300	chr2A	611296059	611300177	+	4119	0
TraesCS2A02G367400	chr2A	611302829	611304673	+	1845	0
TraesCS2A02G367500	chr2A	611304673	611306383	+	1711	0
TraesCS2A02G367600	chr2A	611310336	611312751	+	2416	0
TraesCS2A02G367700	chr2A	611314173	611317329	-	3157	0
TraesCS2A02G367800	chr2A	611347859	611357485	+	9627	0
TraesCS2A02G367900	chr2A	611723173	611724721	-	1549	0
TraesCS2A02G368000	chr2A	611744491	611746956	-	2466	0
TraesCS2A02G368100	chr2A	611763963	611778641	+	14679	0
TraesCS2A02G368200	chr2A	611934295	611941619	+	7325	0
TraesCS2A02G368300	chr2A	611938210	611941919	-	3710	0
TraesCS2A02G368400	chr2A	611944315	611948137	+	3823	4
TraesCS2A02G368500	chr2A	611950542	611954551	+	4010	4
TraesCS2A02G368600	chr2A	611954456	611957489	-	3034	0
TraesCS2A02G368700	chr2A	611964021	611970059	-	6039	0
TraesCS2A02G368800	chr2A	612078079	612079906	-	1828	0
TraesCS2A02G368900	chr2A	612080984	612088225	-	7242	0
TraesCS2A02G369000	chr2A	612089737	612093996	-	4260	0
TraesCS2A02G369100	chr2A	612274452	612276133	+	1682	0
TraesCS2A02G369200	chr2A	612275874	612276962	-	1089	0
TraesCS2A02G369400	chr2A	612304398	612306685	-	2288	0
TraesCS2A02G369500	chr2A	612396923	612399123	+	2201	0
TraesCS2A02G369600	chr2A	612398246	612400306	-	2061	0
TraesCS2A02G369700	chr2A	612407909	612411262	+	3354	25
TraesCS2A02G369800	chr2A	612418459	612423480	+	5022	288
TraesCS2A02G369900	chr2A	612758763	612760808	+	2046	0
TraesCS2A02G370000	chr2A	612832826	612835420	-	2595	0
TraesCS2A02G370100	chr2A	612843325	612845085	+	1761	0
TraesCS2A02G370200	chr2A	612845106	612851884	-	6779	0
TraesCS2A02G370300	chr2A	613035464	613038947	-	3484	0
TraesCS2A02G370400	chr2A	613172215	613175923	-	3709	0
TraesCS2A02G370500	chr2A	613214993	613217162	-	2170	0
TraesCS2A02G370700	chr2A	613271424	613275239	-	3816	0
TraesCS2A02G370800	chr2A	613439855	613442305	+	2451	0
TraesCS2A02G370900	chr2A	613469571	613472090	-	2520	0
TraesCS2A02G371000	chr2A	613475010	613478314	-	3305	0
TraesCS2A02G371100	chr2A	613687405	613690142	-	2738	0
TraesCS2A02G371200	chr2A	613698279	613700927	-	2649	0
TraesCS2A02G371300	chr2A	613701969	613720866	-	18898	0
TraesCS2A02G371400	chr2A	613873612	613877035	-	3424	0
TraesCS2A02G371500	chr2A	613877035	613880676	-	3642	0
TraesCS2A02G371600	chr2A	613986781	613989817	-	3037	0
TraesCS2A02G371700	chr2A	613991326	613994421	+	3096	0
TraesCS2A02G371800	chr2A	613993780	613999618	-	5839	0
TraesCS2A02G371900	chr2A	614384466	614386129	+	1664	0
TraesCS2A02G372000	chr2A	614391396	614395704	-	4309	1
TraesCS2A02G372100	chr2A	614520866	614523479	-	2614	0
TraesCS2A02G372200	chr2A	614570663	614583932	-	13270	0
TraesCS2A02G372300	chr2A	615118948	615120988	-	2041	0
TraesCS2A02G372400	chr2A	615259437	615264231	+	4795	0
TraesCS2A02G372500	chr2A	615286751	615291444	+	4694	26
TraesCS2A02G372600	chr2A	615343674	615345900	+	2227	23
TraesCS2A02G372700	chr2A	615345303	615350218	-	4916	2
TraesCS2A02G372800	chr2A	615350305	615356263	+	5959	0
TraesCS2A02G372900	chr2A	615358573	615362341	-	3769	21
TraesCS2A02G373000	chr2A	615484359	615489371	-	5013	0
TraesCS2A02G373100	chr2A	615519655	615522856	+	3202	0
TraesCS2A02G373200	chr2A	615522856	615528634	+	5779	0
TraesCS2A02G373300	chr2A	615699889	615702359	-	2471	0
TraesCS2A02G373400	chr2A	615703906	615714834	-	10929	0
TraesCS2A02G373500	chr2A	615736887	615743547	-	6661	6
TraesCS2A02G373600	chr2A	616978080	616984373	+	6294	0
TraesCS2A02G373700	chr2A	616992163	616994535	+	2373	0
TraesCS2A02G373800	chr2A	617094859	617097260	+	2402	0
TraesCS2A02G373900	chr2A	617105037	617108801	+	3765	0
TraesCS2A02G374000	chr2A	617175559	617178980	+	3422	0
TraesCS2A02G374100	chr2A	617178983	617185374	-	6392	0
TraesCS2A02G374200	chr2A	617432308	617434057	-	1750	0
TraesCS2A02G374300	chr2A	617434243	617439916	-	5674	53
TraesCS2A02G374400	chr2A	617440056	617442518	-	2463	0
TraesCS2A02G374500	chr2A	617634088	617638957	+	4870	0
TraesCS2A02G374600	chr2A	617638685	617642584	-	3900	0
TraesCS2A02G374700	chr2A	617642584	617645620	-	3037	7
TraesCS2A02G374800	chr2A	617645774	617649732	+	3959	13
TraesCS2A02G375000	chr2A	617653836	617658894	-	5059	21
TraesCS2A02G375100	chr2A	617730694	617733175	+	2482	0
TraesCS2A02G375200	chr2A	617812779	617815161	+	2383	3
TraesCS2A02G375300	chr2A	617823486	617826130	+	2645	0
TraesCS2A02G375400	chr2A	617845295	617846278	+	984	0
TraesCS2A02G375500	chr2A	617846278	617848222	+	1945	0
TraesCS2A02G375600	chr2A	617853391	617854943	-	1553	0
TraesCS2A02G375700	chr2A	617954193	617956359	-	2167	0
TraesCS2A02G375800	chr2A	618039526	618041724	-	2199	3
TraesCS2A02G375900	chr2A	618113761	618117581	-	3821	0
TraesCS2A02G376000	chr2A	618265685	618267625	-	1941	0
TraesCS2A02G376100	chr2A	618275738	618277460	-	1723	0
TraesCS2A02G376200	chr2A	618280699	618296834	-	16136	100
TraesCS2A02G376300	chr2A	618970814	618976803	+	5990	0
TraesCS2A02G376400	chr2A	618989194	618999767	+	10574	0
TraesCS2A02G376500	chr2A	619141898	619144790	+	2893	0
TraesCS2A02G376600	chr2A	619197034	619199324	+	2291	0
TraesCS2A02G376700	chr2A	619200967	619206852	-	5886	0
TraesCS2A02G376800	chr2A	619209141	619210785	+	1645	0
TraesCS2A02G376900	chr2A	619238103	619239945	+	1843	0
TraesCS2A02G377000	chr2A	619613327	619618459	+	5133	1
TraesCS2A02G377100	chr2A	619617878	619623081	-	5204	0
TraesCS2A02G377200	chr2A	619623164	619628174	-	5011	9
TraesCS2A02G377300	chr2A	619738692	619739913	-	1222	0
TraesCS2A02G377400	chr2A	619756474	619759222	+	2749	0
TraesCS2A02G377500	chr2A	619760447	619762089	+	1643	0
TraesCS2A02G377600	chr2A	619764872	619769327	+	4456	0
TraesCS2A02G377700	chr2A	619769130	619809161	-	40032	0
TraesCS2A02G377800	chr2A	619855387	619860438	-	5052	6
TraesCS2A02G377900	chr2A	620211372	620213537	-	2166	0
TraesCS2A02G378100	chr2A	620711481	620713947	+	2467	0
TraesCS2A02G378200	chr2A	621036081	621038922	+	2842	25
TraesCS2A02G378300	chr2A	621181540	621186230	-	4691	1
TraesCS2A02G378400	chr2A	621263737	621274068	-	10332	0
TraesCS2A02G378500	chr2A	621376621	621390750	+	14130	10
TraesCS2A02G378600	chr2A	621476044	621482814	+	6771	0
TraesCS2A02G378700	chr2A	621480684	621482668	-	1985	0
TraesCS2A02G378800	chr2A	621514441	621515971	-	1531	0
TraesCS2A02G378900	chr2A	621564826	621569199	-	4374	10
TraesCS2A02G379000	chr2A	621920442	621923644	+	3203	0
TraesCS2A02G379100	chr2A	622180739	622182656	-	1918	0
TraesCS2A02G379200	chr2A	622275431	622277314	+	1884	0
TraesCS2A02G379300	chr2A	622456333	622457198	+	866	0
TraesCS2A02G379400	chr2A	622456863	622463532	-	6670	0
TraesCS2A02G379500	chr2A	622692768	622697115	-	4348	0
TraesCS2A02G379600	chr2A	622697115	622699751	-	2637	4
TraesCS2A02G379700	chr2A	622739515	622740769	-	1255	8
TraesCS2A02G379800	chr2A	622744716	622748142	-	3427	143
TraesCS2A02G379900	chr2A	622850565	622853991	-	3427	55
TraesCS2A02G380000	chr2A	623078220	623088521	-	10302	6
TraesCS2A02G380100	chr2A	623152320	623154413	+	2094	55
TraesCS2A02G380200	chr2A	623537696	623549003	+	11308	9
TraesCS2A02G380300	chr2A	623560951	623564926	-	3976	0
TraesCS2A02G380400	chr2A	623937431	623940760	+	3330	0
TraesCS2A02G380500	chr2A	623940108	623946240	-	6133	0
TraesCS2A02G380600	chr2A	624038136	624042480	-	4345	0
TraesCS2A02G380700	chr2A	624310237	624314325	+	4089	32
TraesCS2A02G380800	chr2A	624359166	624363152	+	3987	0
TraesCS2A02G380900	chr2A	624394141	624398057	+	3917	8
TraesCS2A02G381000	chr2A	624446955	624450699	+	3745	0
TraesCS2A02G381100	chr2A	624458106	624461956	+	3851	1
TraesCS2A02G381200	chr2A	624700597	624702894	-	2298	0
TraesCS2A02G381300	chr2A	624815911	624817480	-	1570	0
TraesCS2A02G381400	chr2A	624940477	624944012	-	3536	0
TraesCS2A02G381500	chr2A	624964404	624967932	-	3529	0
TraesCS2A02G381600	chr2A	625006069	625008564	-	2496	0
TraesCS2A02G381700	chr2A	625018331	625024834	-	6504	17
TraesCS2A02G381800	chr2A	625024987	625029943	+	4957	0
TraesCS2A02G381900	chr2A	625243144	625246280	+	3137	3
TraesCS2A02G382000	chr2A	625287356	625294369	-	7014	0
TraesCS2A02G382100	chr2A	625564976	625566248	+	1273	0
TraesCS2A02G382200	chr2A	625567667	625570739	-	3073	0
TraesCS2A02G382400	chr2A	625956692	625959839	+	3148	0
TraesCS2A02G382500	chr2A	626588154	626590457	-	2304	0
TraesCS2A02G382600	chr2A	627183924	627186356	-	2433	0
TraesCS2A02G382700	chr2A	627510053	627514324	-	4272	0
TraesCS2A02G382800	chr2A	627540722	627542021	-	1300	0
TraesCS2A02G382900	chr2A	627587381	627590222	+	2842	0
TraesCS2A02G383000	chr2A	627610152	627612404	+	2253	0
TraesCS2A02G383100	chr2A	627614780	627616794	-	2015	0
TraesCS2A02G383200	chr2A	627926415	627927663	+	1249	3
TraesCS2A02G383300	chr2A	628062900	628066716	-	3817	0
TraesCS2A02G383500	chr2A	628571444	628573498	+	2055	0
TraesCS2A02G383600	chr2A	628582422	628586005	+	3584	30
TraesCS2A02G383700	chr2A	628638190	628639952	+	1763	0
TraesCS2A02G383800	chr2A	628644694	628646575	-	1882	0
TraesCS2A02G383900	chr2A	628671761	628676156	+	4396	0
TraesCS2A02G384000	chr2A	628730512	628738045	+	7534	0
TraesCS2A02G384100	chr2A	628744385	628749472	+	5088	0
TraesCS2A02G384200	chr2A	628748796	628751500	-	2705	12
TraesCS2A02G384300	chr2A	629104634	629111769	+	7136	0
TraesCS2A02G384400	chr2A	629634011	629644379	+	10369	0
TraesCS2A02G384500	chr2A	629999870	630004092	+	4223	0
TraesCS2A02G384600	chr2A	630077994	630091590	+	13597	0
TraesCS2A02G384700	chr2A	630090605	630093035	-	2431	8
TraesCS2A02G384800	chr2A	631202663	631204590	+	1928	0
TraesCS2A02G384900	chr2A	631519520	631523817	+	4298	0
TraesCS2A02G385000	chr2A	631523817	631527477	+	3661	0
TraesCS2A02G385100	chr2A	631530198	631534992	+	4795	0
TraesCS2A02G385200	chr2A	631536603	631542376	+	5774	0
TraesCS2A02G385300	chr2A	631638934	631642678	+	3745	0
TraesCS2A02G385400	chr2A	631657145	631663953	+	6809	7
TraesCS2A02G385500	chr2A	631781482	631786573	+	5092	0
TraesCS2A02G385600	chr2A	631788834	631791391	+	2558	0
TraesCS2A02G385700	chr2A	631795493	631797956	+	2464	0
TraesCS2A02G385800	chr2A	631843897	631845724	+	1828	0
TraesCS2A02G385900	chr2A	631855087	631858675	+	3589	0
TraesCS2A02G386000	chr2A	631855629	631860217	-	4589	0
TraesCS2A02G386100	chr2A	631948977	631954857	+	5881	5
TraesCS2A02G386200	chr2A	631966177	631969484	-	3308	0
TraesCS2A02G386300	chr2A	632290694	632295926	-	5233	0
TraesCS2A02G386400	chr2A	632506860	632508646	+	1787	1
TraesCS2A02G386500	chr2A	632583246	632587978	+	4733	0
TraesCS2A02G386600	chr2A	632585930	632589562	-	3633	0
TraesCS2A02G386700	chr2A	632591054	632596581	-	5528	0
TraesCS2A02G386800	chr2A	632604352	632608794	+	4443	0
TraesCS2A02G386900	chr2A	632622549	632623842	+	1294	0
TraesCS2A02G387000	chr2A	632623987	632629836	-	5850	3
TraesCS2A02G387100	chr2A	632927196	632929285	-	2090	0
TraesCS2A02G387200	chr2A	632948192	632955284	-	7093	8
TraesCS2A02G387300	chr2A	633228707	633229145	+	439	0
TraesCS2A02G387400	chr2A	633229006	633235104	-	6099	0
TraesCS2A02G387500	chr2A	633239235	633245640	-	6406	0
TraesCS2A02G387600	chr2A	633251811	633253260	-	1450	0
TraesCS2A02G387700	chr2A	633483280	633484942	+	1663	0
TraesCS2A02G387800	chr2A	633490192	633492728	+	2537	49
TraesCS2A02G387900	chr2A	634107459	634109996	+	2538	0
TraesCS2A02G388000	chr2A	634599247	634604481	+	5235	0
TraesCS2A02G388100	chr2A	634614073	634618744	-	4672	17
TraesCS2A02G388200	chr2A	634624172	634626977	-	2806	0
TraesCS2A02G388300	chr2A	635510487	635514888	+	4402	27
TraesCS2A02G388400	chr2A	635603164	635608764	-	5601	15
TraesCS2A02G388500	chr2A	635722864	635725553	+	2690	5
TraesCS2A02G388600	chr2A	635930456	635933265	+	2810	0
TraesCS2A02G388700	chr2A	636901274	636904003	+	2730	0
TraesCS2A02G388800	chr2A	636904233	636911541	+	7309	0
TraesCS2A02G388900	chr2A	636920932	636926354	-	5423	0
TraesCS2A02G389000	chr2A	637192067	637198527	+	6461	37
TraesCS2A02G389100	chr2A	637220903	637223652	-	2750	12
TraesCS2A02G389200	chr2A	637676414	637681950	-	5537	0
TraesCS2A02G389300	chr2A	637975385	637982337	+	6953	18
TraesCS2A02G389400	chr2A	637984322	637986792	+	2471	0
TraesCS2A02G389500	chr2A	638033720	638037023	+	3304	2
TraesCS2A02G389600	chr2A	638305170	638311959	+	6790	0
TraesCS2A02G389700	chr2A	638318812	638320276	-	1465	0
TraesCS2A02G389800	chr2A	638681602	638684152	+	2551	0
TraesCS2A02G389900	chr2A	638683676	638689169	-	5494	2
TraesCS2A02G390000	chr2A	638778039	638784013	-	5975	0
TraesCS2A02G390100	chr2A	639055850	639058916	+	3067	0
TraesCS2A02G390200	chr2A	639063595	639071317	-	7723	1
TraesCS2A02G390300	chr2A	639694017	639698264	+	4248	0
TraesCS2A02G390400	chr2A	639977693	639978917	+	1225	0
TraesCS2A02G390500	chr2A	640081569	640086619	+	5051	6
TraesCS2A02G390600	chr2A	640086261	640095108	-	8848	0
TraesCS2A02G390700	chr2A	640223259	640227161	-	3903	0
TraesCS2A02G390800	chr2A	640269702	640274246	+	4545	25
TraesCS2A02G390900	chr2A	640685075	640690459	+	5385	0
TraesCS2A02G391000	chr2A	640706410	640711776	+	5367	9
TraesCS2A02G391100	chr2A	640816472	640821644	+	5173	0
TraesCS2A02G391200	chr2A	640859953	640862980	-	3028	0
TraesCS2A02G391300	chr2A	641392104	641399515	+	7412	0
TraesCS2A02G391400	chr2A	641598926	641602695	-	3770	0
TraesCS2A02G391500	chr2A	641793347	641796986	-	3640	6
TraesCS2A02G391600	chr2A	641950985	641955453	-	4469	0
TraesCS2A02G391700	chr2A	641956351	641961915	-	5565	0
TraesCS2A02G391800	chr2A	642199346	642200520	+	1175	0
TraesCS2A02G391900	chr2A	642199797	642208576	-	8780	1
TraesCS2A02G392100	chr2A	642222992	642228284	-	5293	0
TraesCS2A02G392200	chr2A	642362828	642364891	+	2064	0
TraesCS2A02G392300	chr2A	642568722	642573854	-	5133	0
TraesCS2A02G392400	chr2A	642573854	642578267	-	4414	0
TraesCS2A02G392500	chr2A	642712567	642714553	-	1987	0
TraesCS2A02G392600	chr2A	642716732	642718638	-	1907	0
TraesCS2A02G392700	chr2A	642725810	642728403	-	2594	0
TraesCS2A02G392800	chr2A	642728768	642732077	+	3310	0
TraesCS2A02G392900	chr2A	642907623	642911854	+	4232	2
TraesCS2A02G393000	chr2A	642911854	642917644	+	5791	0
TraesCS2A02G393200	chr2A	642959699	642961945	-	2247	0
TraesCS2A02G393300	chr2A	642967142	642969018	+	1877	0
TraesCS2A02G393400	chr2A	643007539	643010178	+	2640	0
TraesCS2A02G393500	chr2A	643229104	643231184	-	2081	0
TraesCS2A02G393600	chr2A	643438426	643439927	+	1502	0
TraesCS2A02G393700	chr2A	643438941	643444151	-	5211	0
TraesCS2A02G393800	chr2A	643492563	643494597	+	2035	28
TraesCS2A02G393900	chr2A	643761422	643764576	-	3155	0
TraesCS2A02G394000	chr2A	644072628	644076710	+	4083	0
TraesCS2A02G394100	chr2A	644079614	644086471	+	6858	0
TraesCS2A02G394200	chr2A	644118608	644119977	-	1370	0
TraesCS2A02G394300	chr2A	644245573	644248413	+	2841	0
TraesCS2A02G394400	chr2A	644247843	644248706	-	864	0
TraesCS2A02G394500	chr2A	644253790	644255533	+	1744	0
TraesCS2A02G394600	chr2A	644306765	644308418	-	1654	0
TraesCS2A02G394700	chr2A	645311137	645313351	+	2215	2
TraesCS2A02G394800	chr2A	645910401	645912020	+	1620	0
TraesCS2A02G394900	chr2A	646554086	646557158	+	3073	0
TraesCS2A02G395000	chr2A	646619988	646627983	-	7996	6
TraesCS2A02G395100	chr2A	646844854	646846959	+	2106	0
TraesCS2A02G395200	chr2A	646851854	646853876	+	2023	0
TraesCS2A02G395300	chr2A	646865066	646868828	+	3763	0
TraesCS2A02G395400	chr2A	647345082	647349566	+	4485	17
TraesCS2A02G395500	chr2A	648341211	648343133	+	1923	0
TraesCS2A02G395600	chr2A	649003127	649006284	-	3158	0
TraesCS2A02G395800	chr2A	649483814	649487344	+	3531	4
TraesCS2A02G395700	chr2A	649482868	649485499	-	2632	0
TraesCS2A02G395900	chr2A	649486344	649495229	-	8886	21
TraesCS2A02G396000	chr2A	649502331	649506512	+	4182	1
TraesCS2A02G396100	chr2A	649561719	649563894	-	2176	0
TraesCS2A02G396200	chr2A	649618316	649621811	-	3496	0
TraesCS2A02G396300	chr2A	649626880	649628905	-	2026	0
TraesCS2A02G396400	chr2A	650243368	650247266	+	3899	18
TraesCS2A02G396500	chr2A	650249302	650258476	+	9175	0
TraesCS2A02G396600	chr2A	650258180	650260319	-	2140	0
TraesCS2A02G396700	chr2A	650612030	650616700	+	4671	0
TraesCS2A02G396800	chr2A	650621884	650632091	+	10208	0
TraesCS2A02G396900	chr2A	650625428	650629012	-	3585	0
TraesCS2A02G397000	chr2A	650629012	650633031	-	4020	4
TraesCS2A02G397100	chr2A	650652470	650658585	-	6116	0
TraesCS2A02G397200	chr2A	651080317	651085326	-	5010	0
TraesCS2A02G397300	chr2A	651269952	651275605	-	5654	15
TraesCS2A02G397400	chr2A	651394510	651396535	-	2026	1
TraesCS2A02G397500	chr2A	651436520	651437720	-	1201	0
TraesCS2A02G397600	chr2A	651443239	651445207	-	1969	0
TraesCS2A02G397700	chr2A	651503966	651510544	-	6579	0
TraesCS2A02G397800	chr2A	651593427	651603852	+	10426	0
TraesCS2A02G397900	chr2A	651604876	651609169	+	4294	0
TraesCS2A02G398000	chr2A	651606525	651610227	-	3703	0
TraesCS2A02G398100	chr2A	651610227	651615103	-	4877	7
TraesCS2A02G398200	chr2A	651615675	651617151	-	1477	0
TraesCS2A02G398300	chr2A	651751444	651753590	-	2147	0
TraesCS2A02G398500	chr2A	651801546	651804391	+	2846	0
TraesCS2A02G398600	chr2A	651819778	651822611	-	2834	0
TraesCS2A02G398700	chr2A	651915637	651919380	+	3744	0
TraesCS2A02G398800	chr2A	651993577	651996616	-	3040	0
TraesCS2A02G398900	chr2A	652288362	652291011	+	2650	0
TraesCS2A02G399000	chr2A	652290695	652295148	-	4454	0
TraesCS2A02G399100	chr2A	652328393	652332396	-	4004	3
TraesCS2A02G399200	chr2A	652332396	652338994	-	6599	0
TraesCS2A02G399300	chr2A	652518805	652520170	-	1366	7
TraesCS2A02G399400	chr2A	652528837	652533910	-	5074	11
TraesCS2A02G399500	chr2A	652569186	652571095	-	1910	0
TraesCS2A02G399600	chr2A	652593227	652594948	-	1722	0
TraesCS2A02G399700	chr2A	652769741	652776523	-	6783	16
TraesCS2A02G399800	chr2A	652862723	652864268	+	1546	0
TraesCS2A02G399900	chr2A	652999871	653003090	+	3220	0
TraesCS2A02G400000	chr2A	653362893	653368894	+	6002	9
TraesCS2A02G400100	chr2A	653368830	653373555	-	4726	10
TraesCS2A02G400200	chr2A	653390710	653396506	-	5797	0
TraesCS2A02G400300	chr2A	653677430	653682006	+	4577	0
TraesCS2A02G400400	chr2A	653686146	653689894	+	3749	0
TraesCS2A02G400500	chr2A	653857971	653862536	+	4566	0
TraesCS2A02G400600	chr2A	654364565	654370673	+	6109	0
TraesCS2A02G400700	chr2A	654611650	654613021	+	1372	0
TraesCS2A02G400800	chr2A	654736735	654739205	-	2471	0
TraesCS2A02G400900	chr2A	654869648	654874041	+	4394	0
TraesCS2A02G401000	chr2A	654873984	654876087	-	2104	12
TraesCS2A02G401200	chr2A	654907195	654913813	+	6619	0
TraesCS2A02G401300	chr2A	654913344	654917883	-	4540	0
TraesCS2A02G401400	chr2A	655030200	655034228	+	4029	19
TraesCS2A02G401500	chr2A	655034228	655053698	+	19471	0
TraesCS2A02G401600	chr2A	655217457	655219888	-	2432	0
TraesCS2A02G401700	chr2A	655278931	655280692	+	1762	0
TraesCS2A02G401800	chr2A	655286441	655288046	-	1606	1
TraesCS2A02G402000	chr2A	655546241	655550897	-	4657	0
TraesCS2A02G402100	chr2A	655907006	655908866	-	1861	0
TraesCS2A02G402200	chr2A	656239386	656243664	+	4279	0
TraesCS2A02G402300	chr2A	656369597	656375772	-	6176	0
TraesCS2A02G402400	chr2A	656702279	656705229	+	2951	0
TraesCS2A02G402500	chr2A	656821288	656833214	+	11927	0
TraesCS2A02G402600	chr2A	656950535	656952122	+	1588	0
TraesCS2A02G402700	chr2A	656964210	656968353	-	4144	0
TraesCS2A02G402800	chr2A	657096983	657104341	+	7359	0
TraesCS2A02G402900	chr2A	657109350	657112623	-	3274	0
TraesCS2A02G403000	chr2A	657126451	657131040	-	4590	1
TraesCS2A02G403100	chr2A	657514102	657526670	+	12569	1
TraesCS2A02G403200	chr2A	657808394	657816402	-	8009	0
TraesCS2A02G403300	chr2A	658478112	658484927	-	6816	0
TraesCS2A02G403371	chr2A	658744151	658747822	+	3672	0
TraesCS2A02G403400	chr2A	658906258	658911585	+	5328	0
TraesCS2A02G403500	chr2A	659184744	659187413	+	2670	0
TraesCS2A02G403600	chr2A	659270878	659272240	+	1363	0
TraesCS2A02G403700	chr2A	659276895	659280128	+	3234	0
TraesCS2A02G403800	chr2A	659323650	659325921	+	2272	0
TraesCS2A02G403900	chr2A	659627668	659630358	-	2691	0
TraesCS2A02G404000	chr2A	659639754	659649809	+	10056	4
TraesCS2A02G404100	chr2A	659649601	659651660	-	2060	37
TraesCS2A02G404200	chr2A	659704240	659708063	-	3824	0
TraesCS2A02G404300	chr2A	659815012	659816560	+	1549	0
TraesCS2A02G404400	chr2A	659890275	659896645	+	6371	0
TraesCS2A02G404500	chr2A	659903329	659907289	+	3961	0
TraesCS2A02G404600	chr2A	660219518	660225656	+	6139	0
TraesCS2A02G404700	chr2A	660272849	660292730	+	19882	5
TraesCS2A02G404800	chr2A	660501494	660506704	+	5211	0
TraesCS2A02G404900	chr2A	660509528	660515571	+	6044	18
TraesCS2A02G405000	chr2A	660557622	660563123	+	5502	0
TraesCS2A02G405100	chr2A	661081507	661085048	+	3542	0
TraesCS2A02G405200	chr2A	661121377	661122598	-	1222	0
TraesCS2A02G405300	chr2A	661151264	661154827	+	3564	0
TraesCS2A02G405400	chr2A	661227103	661228704	+	1602	0
TraesCS2A02G405500	chr2A	661226402	661227680	-	1279	0
TraesCS2A02G405600	chr2A	661446724	661449975	+	3252	0
TraesCS2A02G405700	chr2A	661450593	661456216	-	5624	0
TraesCS2A02G405800	chr2A	661583612	661585963	-	2352	0
TraesCS2A02G405900	chr2A	661591291	661594006	+	2716	0
TraesCS2A02G406000	chr2A	661712614	661714999	+	2386	3
TraesCS2A02G406100	chr2A	661714531	661720976	-	6446	7
TraesCS2A02G406200	chr2A	661721591	661725695	+	4105	0
TraesCS2A02G406300	chr2A	661940034	661947037	+	7004	0
TraesCS2A02G406400	chr2A	662232889	662234300	+	1412	0
TraesCS2A02G406500	chr2A	662315984	662319086	+	3103	0
TraesCS2A02G406600	chr2A	662332638	662338440	+	5803	0
