CARHR207710	AT5G05550
CARHR017050	AT1G16570
CARHR265340	AT5G52390
CARHR289830	AT1G56280
CARHR065740	AT1G72820
CARHR061840	AT3G59240
CARHR292580	AT3G28380
CARHR268740	AT5G55400
CARHR260250	AT4G09180
CARHR142500	AT2G47120
CARHR147300	AT3G26300
CARHR031580	AT1G32210
CARHR273310	AT5G59730
CARHR201690	AT5G11530
CARHR013210	AT1G12880
CARHR070160	AT1G76600
CARHR010490	AT1G10360
CARHR069660	AT1G76120
CARHR156500	AT3G47820
CARHR234780	AT4G27130
CARHR064160	AT1G70870
CARHR246480	AT4G38070
CARHR222650	AT4G16265
CARHR162030	AT3G52270
CARHR245660	AT4G37260
CARHR190240	AT5G23300
CARHR184910	AT5G25980
CARHR018230	AT1G17620
CARHR014790	AT1G14350
CARHR138400	AT2G43310
CARHR163340	AT3G53440
CARHR108950	AT2G18360
CARHR167310	AT3G57130
CARHR292740	AT1G33890
CARHR163610	AT3G53700
CARHR005670	AT1G06140
CARHR206960	AT5G06260
CARHR195710	AT5G17490
CARHR153700	AT3G42670
CARHR269610	AT5G56210
CARHR216960	AT5G47700
CARHR242710	AT4G34140
CARHR230200	AT4G23130
CARHR144340	AT2G01760
CARHR001700	AT1G02380
CARHR024110	AT1G23710
CARHR026980	AT1G27390
CARHR086280	AT3G11730
CARHR270680	AT5G56940
CARHR249690	AT4G01990
CARHR238770	AT4G30870
CARHR003960	AT1G04610
CARHR168990	AT3G58600
CARHR198700	AT5G14610
CARHR262710	AT5G39580
CARHR189790	AT5G23740
CARHR204880	AT5G08260
CARHR048890	AT1G62850
CARHR056370	AT1G64970
CARHR038170	AT1G48570
CARHR233130	AT4G25680
CARHR245590	AT4G36920
CARHR114440	AT2G23096
CARHR091490	AT3G16280
CARHR185800	AT5G27200
CARHR214520	AT1G08730
CARHR005490	AT1G05960
CARHR175620	AT5G46170
CARHR146610	AT3G25620
CARHR191690	AT5G21222
CARHR108480	AT2G17990
CARHR214830	AT5G37890
CARHR137060	AT2G41960
CARHR068040	AT1G74740
CARHR015770	AT1G15240
CARHR279900	AT5G65900
CARHR112420	AT2G21500
CARHR282560	ATCG01280
CARHR112130	AT2G21260
CARHR122540	AT2G29300
CARHR272020	AT5G58220
CARHR070780	AT1G77300
CARHR274400	AT5G60720
CARHR267570	AT5G54280
CARHR264840	AT5G51910
CARHR026670	AT1G24460
CARHR096200	AT3G20460
CARHR060710	AT1G68050
CARHR172160	AT3G61830
CARHR224640	AT4G17910
CARHR140260	AT2G45000
CARHR091270	AT3G16110
CARHR028060	AT1G28560
CARHR086270	AT3G11720
CARHR171960	AT3G61630
CARHR023000	AT1G22630
CARHR020120	AT1G19570
CARHR093020	AT3G17675
CARHR072060	AT1G78570
CARHR148940	AT3G27560
CARHR129090	AT2G34925
CARHR076030	AT3G01040
CARHR279500	AT5G65520
CARHR156830	AT3G48100
CARHR186180	AT5G27660
CARHR092040	AT3G16785
CARHR076780	AT3G02770
CARHR142570	AT2G47180
CARHR026510	AT1G24580
CARHR220650	AT4G14440
CARHR095330	AT3G19820
CARHR137200	AT2G42140
CARHR272860	AT5G58920
CARHR015510	AT1G14980
CARHR009390	AT1G09415
CARHR238550	AT4G30670
CARHR187850	AT5G25530
CARHR164340	AT3G54440
CARHR231000	AT4G23630
CARHR231550	AT4G24150
CARHR281340	AT5G66380
CARHR087450	AT3G12930
CARHR282400	ATCG01000
CARHR217610	AT4G33590
CARHR175010	AT5G46570
CARHR150010	AT3G45610
CARHR071780	AT1G78310
CARHR003630	AT1G04300
CARHR008620	AT1G08700
CARHR078690	AT3G04500
CARHR078160	AT3G04030
CARHR253310	AT4G04200
CARHR053070	AT1G59970
CARHR126160	AT2G32340
CARHR140130	AT2G44880
CARHR002940	AT1G03600
CARHR156390	AT3G47710
CARHR254340	AT4G11950
CARHR072200	AT1G78670
CARHR289060	AT3G55220
CARHR076250	AT3G02290
CARHR193570	AT5G19390
CARHR270310	AT5G56620
CARHR250840	AT4G02550
CARHR209130	AT5G04140
CARHR198620	AT5G14690
CARHR215610	AT5G37470
CARHR049560	AT1G62360
CARHR270970	AT5G57180
CARHR205680	AT5G07460
CARHR269480	AT5G56110
CARHR143190	AT2G47810
CARHR187580	AT5G25830
CARHR046790	AT1G64150
CARHR215520	AT4G39630
CARHR067290	AT1G74130
CARHR228080	AT4G21410
CARHR147430	AT3G26410
CARHR021000	AT1G20530
CARHR089120	AT3G14220
CARHR123630	AT2G30310
CARHR210060	AT5G03280
CARHR098500	AT3G22620
CARHR261500	AT5G39471
CARHR280920	AT5G66780
CARHR021300	AT1G20870
CARHR045440	AT1G55760
CARHR204620	AT5G08415
CARHR158730	AT3G49660
CARHR103720	AT2G06040
CARHR097150	AT3G21250
CARHR287470	AT2G16660
CARHR088830	AT3G14020
CARHR210280	AT5G03040
CARHR270770	AT5G57020
CARHR053250	AT1G59840
CARHR157070	AT3G48330
CARHR211970	AT5G01620
CARHR203070	AT5G10220
CARHR170210	AT3G59880
CARHR271820	AT5G58010
CARHR254690	AT4G11680
CARHR044790	AT1G55170
CARHR275970	AT5G62180
CARHR083610	AT3G09260
CARHR110140	AT2G19690
CARHR039970	AT1G49900
CARHR025370	AT1G26600
CARHR161440	AT3G51810
CARHR265080	AT5G52160
CARHR127640	AT2G33630
CARHR282070	ATCG00480
CARHR046860	AT1G64080
CARHR032110	AT1G32730
CARHR136000	AT2G40890
CARHR136550	AT2G41430
CARHR143220	AT2G47830
CARHR293320	AT2G26480
CARHR023910	AT1G23490
CARHR273080	AT5G59600
CARHR207150	AT5G06410
CARHR248440	AT4G00350
CARHR097330	AT3G21380
CARHR150960	AT3G45010
CARHR107250	AT2G16950
CARHR003090	AT1G03760
CARHR107700	AT2G17530
CARHR158080	AT3G49220
CARHR082720	AT3G07980
CARHR002030	AT1G02730
CARHR027200	AT1G27700
CARHR226060	AT4G19185
CARHR263860	AT5G38800
CARHR204480	AT5G08510
CARHR232200	AT4G24810
CARHR121770	AT2G28660
CARHR183130	AT5G48730
CARHR129890	AT2G35650
CARHR133760	AT2G27320
CARHR178990	AT5G44240
CARHR095790	AT3G20200
CARHR237690	AT4G29790
CARHR229440	AT4G22550
CARHR081020	AT3G06490
CARHR269580	AT5G56180
CARHR130800	AT2G36490
CARHR073000	AT1G79340
CARHR077780	AT3G03720
CARHR073550	AT1G80910
CARHR149430	AT3G27920
CARHR155710	AT3G47090
CARHR294030	AT4G38240
CARHR281400	AT5G66310
CARHR289760	AT1G56220
CARHR227470	AT4G20910
CARHR077070	AT3G03060
CARHR001940	AT1G02660
CARHR156380	AT3G47700
CARHR080760	AT3G06240
CARHR208100	AT5G05160
CARHR181860	AT5G42520
CARHR138040	AT2G42980
CARHR156290	AT3G47610
CARHR008840	AT1G08930
CARHR200470	AT5G12990
CARHR082890	AT3G08590
CARHR021980	AT1G21630
CARHR222060	AT4G15390
CARHR082540	AT3G07840
CARHR016150	AT1G15620
CARHR251700	AT4G03250
CARHR197660	AT5G15660
CARHR085000	AT3G10490
CARHR100150	AT3G24080
CARHR190810	AT5G22790
CARHR139470	AT2G44300
CARHR081440	AT3G06830
CARHR237340	AT4G29510
CARHR017200	AT1G16740
CARHR079980	AT3G05570
CARHR061430	AT1G68630
CARHR165250	AT3G55250
CARHR006440	AT1G06760
CARHR006910	AT1G07180
CARHR193540	AT5G19410
CARHR165920	AT3G25960
CARHR001490	AT1G01020
CARHR202300	AT5G10990
CARHR195520	AT5G17660
CARHR139200	AT2G44040
CARHR255560	AT4G11050
CARHR177070	AT5G45230
CARHR107870	AT4G08267
CARHR264680	AT5G51800
CARHR041560	AT1G51405
CARHR080490	AT3G05980
CARHR268360	AT5G55040
CARHR069870	AT1G76310
CARHR162930	AT3G53040
CARHR086180	AT3G11630
CARHR098860	AT3G22910
CARHR192760	AT5G20070
CARHR209960	AT5G03370
CARHR094150	AT3G18760
CARHR135170	AT2G40150
CARHR050750	AT1G61620
CARHR063510	AT1G70330
CARHR244410	AT4G36010
CARHR154930	AT3G46740
CARHR248210	AT4G00165
CARHR104470	AT3G44450
CARHR248740	AT4G00570
CARHR050280	AT1G61980
CARHR237360	AT4G29530
CARHR248960	AT4G00770
CARHR082310	AT3G07610
CARHR040960	AT1G50910
CARHR044420	AT1G54090
CARHR020850	AT1G20380
CARHR166270	AT3G56120
CARHR268230	AT5G54890
CARHR090310	AT3G15350
CARHR099190	AT3G23240
CARHR105700	AT2G15320
CARHR267010	AT5G53890
CARHR216570	AT5G36170
CARHR241780	AT4G33680
CARHR212630	AT5G41920
CARHR242470	AT4G34310
CARHR139870	AT2G44660
CARHR272590	AT5G58680
CARHR125720	AT2G31970
CARHR101460	AT3G25140
CARHR125890	AT2G32090
CARHR240310	AT4G32390
CARHR198320	AT5G14990
CARHR134220	AT2G39370
CARHR272840	AT5G58900
CARHR116680	AT5G38620
CARHR246360	AT4G37940
CARHR259640	AT4G08620
CARHR120550	AT2G27860
CARHR074250	AT1G80240
CARHR021320	AT1G20890
CARHR154040	AT3G29320
CARHR150740	AT3G45230
CARHR189470	AT5G24110
CARHR038760	AT1G48790
CARHR269660	AT5G56260
CARHR093670	AT3G18300
CARHR030510	AT1G30970
CARHR294010	AT4G38225
CARHR109780	AT2G19330
CARHR291430	AT3G63540
CARHR022980	AT1G22610
CARHR141260	AT2G45990
CARHR128910	AT2G34750
CARHR160760	AT3G51160
CARHR128260	AT2G34170
CARHR065170	AT1G72290
CARHR036610	AT1G46480
CARHR075780	AT3G01260
CARHR277060	AT5G63200
CARHR019170	AT1G18550
CARHR070570	AT1G77090
CARHR208810	AT5G04460
CARHR231890	AT4G24500
CARHR125090	AT2G31440
CARHR010060	AT1G09940
CARHR283020	ATMG00660
CARHR080940	AT3G06410
CARHR134570	AT2G39725
CARHR226960	AT4G20130
CARHR217370	AT5G35330
CARHR189980	AT5G23590
CARHR000720	AT1G01630
CARHR091060	AT3G15920
CARHR294170	AT4G38440
CARHR002370	AT1G03030
CARHR129050	AT2G34900
CARHR265330	AT5G52380
CARHR191030	AT5G22510
CARHR132660	AT2G38080
CARHR270710	AT5G56970
CARHR044930	AT1G55270
CARHR138670	AT2G43560
CARHR012350	AT1G12010
CARHR195230	AT5G17890
CARHR167070	AT3G56920
CARHR028710	AT1G29380
CARHR109270	AT2G18690
CARHR051080	AT2G14540
CARHR253090	AT4G04350
CARHR173820	AT5G47530
CARHR240690	AT4G32710
CARHR173790	AT5G47560
CARHR283470	ATMG01270
CARHR134790	AT2G39870
CARHR070310	AT1G76770
CARHR009140	AT1G09195
CARHR009490	AT1G09520
CARHR179530	AT5G43900
CARHR069120	AT1G75717
CARHR010260	AT1G10155
CARHR190130	AT5G23350
CARHR189060	AT5G24360
CARHR019600	AT1G18970
CARHR162750	AT3G52880
CARHR245120	AT4G36760
CARHR245430	AT4G37100
CARHR207790	AT5G05460
CARHR273640	AT5G60010
CARHR268300	AT5G54960
CARHR141480	AT2G46210
CARHR028470	AT1G29160
CARHR294150	AT4G38420
CARHR180290	AT5G43340
CARHR268900	AT5G55590
CARHR239690	AT4G31790
CARHR097930	AT3G22070
CARHR075120	AT3G01810
CARHR198970	AT3G46610
CARHR082860	AT3G08560
CARHR057700	AT1G65840
CARHR121170	AT2G28250
CARHR171380	AT3G61070
CARHR051880	AT1G60860
CARHR206220	AT5G06930
CARHR039490	AT1G49480
CARHR100030	AT3G24170
CARHR115900	AT2G25520
CARHR035120	AT3G42550
CARHR051660	AT1G61105
CARHR055560	AT1G54450
CARHR031170	AT1G31830
CARHR143760	AT2G01220
CARHR115300	AT2G25900
CARHR052060	AT1G60986
CARHR115650	AT2G25640
CARHR205050	AT5G08139
CARHR277610	AT5G63700
CARHR236010	AT4G28300
CARHR091680	AT3G16470
CARHR089710	AT3G14760
CARHR056030	AT1G54860
CARHR213270	AT5G41100
CARHR228970	AT4G22140
CARHR085840	AT3G11280
CARHR071950	AT1G78430
CARHR191440	AT5G22090
CARHR138090	AT2G43040
CARHR015600	AT1G15060
CARHR239340	AT4G31450
CARHR084280	AT3G09830
CARHR087620	AT3G13060
CARHR246000	AT4G37610
CARHR080640	AT3G06130
CARHR004270	AT1G04880
CARHR279830	AT5G65830
CARHR243810	AT4G35480
CARHR043460	AT1G53240
CARHR146280	AT2G03890
CARHR272350	AT5G58520
CARHR035870	AT1G44191
CARHR144250	AT2G01680
CARHR235410	AT4G27680
CARHR142900	AT2G47500
CARHR131310	AT2G36850
CARHR164570	AT3G44310
CARHR013000	AT1G12700
CARHR062960	AT1G69880
CARHR188910	AT5G24520
CARHR220000	AT5G54420
CARHR075100	AT3G01830
CARHR250220	AT4G01450
CARHR089820	AT3G14880
CARHR081250	AT3G06660
CARHR143500	AT2G48100
CARHR235440	AT4G27720
CARHR136630	AT2G41510
CARHR032610	AT1G33250
CARHR028290	AT1G29070
CARHR023210	AT1G22860
CARHR071040	AT1G77520
CARHR157820	AT3G49000
CARHR116770	AT2G24940
CARHR138890	AT2G43700
CARHR238920	AT4G30996
CARHR018000	AT1G17410
CARHR063380	AT1G70260
CARHR279220	AT5G65270
CARHR041820	AT1G51660
CARHR143680	AT2G01130
CARHR163400	AT3G53500
CARHR209680	AT5G03620
CARHR286950	AT1G31660
CARHR027050	AT1G27450
CARHR017850	AT1G17260
CARHR079770	AT3G05430
CARHR209660	AT5G03640
CARHR241730	AT4G33630
CARHR186660	AT5G26910
CARHR227920	AT4G21330
CARHR230010	AT4G22970
CARHR191980	AT5G20870
CARHR199970	AT5G13460
CARHR170510	AT3G60190
CARHR015980	AT1G15420
CARHR203540	AT5G09850
CARHR068180	AT1G74860
CARHR250470	AT4G02260
CARHR174210	AT2G20930
CARHR009720	AT1G09760
CARHR178430	ATCG01040
CARHR164750	AT3G54810
CARHR206240	AT5G06910
CARHR227710	AT4G21120
CARHR136940	AT2G41850
CARHR199790	AT5G13650
CARHR059700	AT5G64100
CARHR223450	AT4G16830
CARHR008450	AT1G08550
CARHR254780	AT4G11650
CARHR003150	AT1G03820
CARHR114160	AT2G22850
CARHR003400	AT1G04050
CARHR111150	AT2G20580
CARHR082390	AT3G07680
CARHR038960	AT1G48950
CARHR171530	AT3G61230
CARHR220470	AT4G14290
CARHR270690	AT5G56950
CARHR283200	ATMG00940
CARHR088990	AT3G14130
CARHR007890	AT1G08070
CARHR219350	AT4G13640
CARHR148880	AT5G42840
CARHR160270	AT3G50760
CARHR276960	AT5G63130
CARHR015180	AT1G14680
CARHR170910	AT3G60510
CARHR168970	AT3G58580
CARHR144200	AT2G01630
CARHR068980	AT1G75590
CARHR031820	AT1G32400
CARHR068230	AT1G74910
CARHR106420	AT2G16120
CARHR245500	AT4G37000
CARHR042330	AT1G52190
CARHR198260	AT5G15050
CARHR272270	AT5G58450
CARHR246080	AT4G37690
CARHR205230	AT5G07960
CARHR189190	AT5G24310
CARHR046650	AT1G64310
CARHR042480	AT1G52342
CARHR046300	AT1G64620
CARHR109820	AT2G19380
CARHR041350	AT3G29375
CARHR048550	AT1G63060
CARHR103340	AT2G05755
CARHR098100	AT3G22210
CARHR194870	AT5G18190
CARHR210720	AT5G02630
CARHR210230	AT5G03120
CARHR204540	AT5G08460
CARHR193440	AT5G19480
CARHR144280	AT2G01720
CARHR238930	AT4G31000
CARHR045650	AT1G55940
CARHR204010	AT5G09400
CARHR094380	AT3G18960
CARHR144570	AT2G01970
CARHR094300	AT3G18850
CARHR088660	AT3G13870
CARHR022160	AT1G21780
CARHR007090	AT1G07380
CARHR019280	AT1G18650
CARHR126250	AT2G32430
CARHR293090	AT2G23450
CARHR197780	AT5G15530
CARHR211230	AT5G02130
CARHR015230	AT1G14700
CARHR122010	AT2G28850
CARHR090810	AT3G15710
CARHR044650	AT1G54290
CARHR132060	AT2G37550
CARHR274610	AT5G60930
CARHR069140	AT1G75730
CARHR274990	AT5G61240
CARHR086090	AT3G11540
CARHR179430	AT5G43970
CARHR025740	AT1G26170
CARHR106640	AT2G16390
CARHR187130	AT5G26240
CARHR073630	AT1G80840
CARHR042150	AT1G51980
CARHR231760	AT4G24330
CARHR235220	AT4G27540
CARHR067600	AT1G74340
CARHR223850	AT4G17240
CARHR235990	AT4G28280
CARHR024830	AT1G27070
CARHR021840	AT1G21460
CARHR086350	AT3G11800
CARHR211540	AT5G01210
CARHR074060	AT1G80540
CARHR235100	AT4G27430
CARHR236750	AT4G29020
CARHR243570	AT4G35250
CARHR078910	AT3G04680
CARHR248590	AT4G00480
CARHR082970	AT3G08670
CARHR016520	AT1G16020
CARHR273010	AT5G59540
CARHR293670	AT2G17280
CARHR169720	AT3G59340
CARHR199570	AT5G13860
CARHR232290	AT4G24890
CARHR072540	AT1G78930
CARHR092370	AT3G17120
CARHR132320	AT2G37270
CARHR007270	AT1G07490
CARHR040880	AT1G51538
CARHR026090	AT1G25390
CARHR203790	AT5G09590
CARHR274000	AT5G60335
CARHR036570	AT1G45976
CARHR110680	AT2G20180
CARHR049790	AT1G62310
CARHR010850	AT1G10670
CARHR073490	AT1G79720
CARHR261410	AT5G40570
CARHR061600	AT1G68780
CARHR223720	AT4G17150
CARHR281280	AT5G66470
CARHR073940	AT1G80570
CARHR249970	AT4G01700
CARHR238370	AT4G30480
CARHR251430	AT4G03050
CARHR275820	AT5G62030
CARHR101120	AT3G24760
CARHR234470	AT4G26850
CARHR239200	AT4G31330
CARHR266330	AT5G53290
CARHR243600	AT4G35280
CARHR156030	AT3G47390
CARHR191200	AT5G22340
CARHR019530	AT1G18880
CARHR246310	AT4G37900
CARHR099500	AT3G23580
CARHR281520	AT5G66210
CARHR248910	AT4G00740
CARHR104390	AT3G44510
CARHR132490	AT2G37940
CARHR274330	AT5G60650
CARHR145150	AT2G02720
CARHR247770	AT4G39000
CARHR110420	AT2G20000
CARHR288840	AT4G00590
CARHR189090	AT5G24350
CARHR203240	AT5G10050
CARHR165880	AT3G55770
CARHR096350	AT3G20560
CARHR277970	AT5G64060
CARHR109460	AT2G18900
CARHR049030	AT1G79790
CARHR212610	AT5G41950
CARHR185090	AT5G28290
CARHR101610	AT3G25250
CARHR077440	AT3G03420
CARHR161630	AT3G51970
CARHR216760	AT5G35840
CARHR140500	AT2G45300
CARHR085270	AT3G10690
CARHR245950	AT4G37550
CARHR202730	AT5G10570
CARHR249600	AT4G02075
CARHR272130	AT5G58320
CARHR041680	AT1G51520
CARHR264310	AT5G51540
CARHR153640	AT3G42630
CARHR143900	AT2G01390
CARHR030160	AT1G30690
CARHR207540	AT5G05730
CARHR141900	AT2G46560
CARHR207090	AT5G06350
CARHR104130	AT5G51350
CARHR040550	AT1G50570
CARHR090100	AT3G15120
CARHR020300	AT1G19790
CARHR294310	AT4G38580
CARHR225560	AT4G18700
CARHR081950	AT3G07300
CARHR075330	AT3G01590
CARHR163980	AT3G54090
CARHR186090	AT5G27520
CARHR155500	AT3G46880
CARHR095160	AT3G19680
CARHR264520	AT5G51690
CARHR006050	AT1G06440
CARHR092670	AT3G17350
CARHR194110	AT5G18910
CARHR238880	AT4G30990
CARHR290010	AT4G15610
CARHR251920	AT1G69550
CARHR205640	AT5G07490
CARHR119530	AT2G27150
CARHR191180	AT5G22355
CARHR047680	AT1G63660
CARHR208640	AT5G04660
CARHR069460	AT1G75910
CARHR237810	AT4G29905
CARHR110280	AT2G19830
CARHR119020	AT2G26840
CARHR037220	AT1G47580
CARHR139110	AT2G43940
CARHR037730	AT1G48090
CARHR011720	AT1G11440
CARHR133810	AT2G39020
CARHR154450	AT3G46110
CARHR075550	AT3G01420
CARHR063970	AT1G70710
CARHR048340	AT1G63160
CARHR184680	AT2G23980
CARHR186940	AT5G26710
CARHR138240	AT2G43180
CARHR063600	AT1G70430
CARHR030700	AT1G31220
CARHR027870	AT1G28375
CARHR183400	AT5G48620
CARHR244960	AT4G36620
CARHR163180	AT3G53280
CARHR283440	ATMG01210
CARHR190550	AT5G22980
CARHR233450	AT4G25940
CARHR107590	AT2G17420
CARHR065720	AT1G72810
CARHR216180	AT5G36920
CARHR129860	AT2G35635
CARHR103710	AT2G06025
CARHR070140	AT1G76590
CARHR180160	AT5G43450
CARHR145430	AT2G03060
CARHR029710	AT1G30330
CARHR116740	AT5G37350
CARHR277280	AT5G63420
CARHR156770	AT3G48030
CARHR237190	AT4G29380
CARHR093090	AT3G17750
CARHR222670	AT4G16280
CARHR226590	AT4G19820
CARHR069600	AT1G76060
CARHR095700	AT3G20150
CARHR222890	AT4G16490
CARHR109350	AT4G34131
CARHR102420	AT2G04530
CARHR192200	AT5G20590
CARHR166060	AT3G55980
CARHR206200	AT5G06950
CARHR241120	AT4G33090
CARHR163360	AT3G53460
CARHR005120	AT1G05620
CARHR184970	AT5G28030
CARHR156050	AT3G47410
CARHR092700	AT3G17380
CARHR206940	AT5G06240
CARHR173580	AT5G47740
CARHR108930	AT2G18340
CARHR167330	AT3G57150
CARHR185270	AT5G28650
CARHR284310	AT5G42130
CARHR001720	AT1G02400
CARHR216980	AT5G35700
CARHR284140	AT1G58370
CARHR200120	AT5G13320
CARHR290460	AT4G15920
CARHR055910	AT1G54780
CARHR275310	AT5G61540
CARHR152880	AT3G44100
CARHR101870	AT3G25530
CARHR244790	AT4G36490
CARHR246120	AT4G37730
CARHR003980	AT1G04630
CARHR009550	AT1G09575
CARHR212010	AT5G01650
CARHR094650	AT3G19240
CARHR172360	AT3G62010
CARHR235780	AT4G28080
CARHR227430	AT4G20860
CARHR091470	AT3G16260
CARHR038150	AT1G48540
CARHR207330	AT5G05900
CARHR102390	AT2G04480
CARHR114420	AT2G23100
CARHR260010	AT4G09000
CARHR148500	AT3G27240
CARHR034420	AT1G35620
CARHR291780	AT5G47920
CARHR207890	AT2G16520
CARHR275940	AT5G62165
CARHR187270	AT5G26010
CARHR043850	AT1G53590
CARHR268560	AT5G55200
CARHR276760	AT3G28956
CARHR149670	AT4G38190
CARHR112110	AT2G21240
CARHR137040	AT2G41940
CARHR083360	AT3G09020
CARHR276750	AT5G62940
CARHR175370	AT5G46400
CARHR267590	AT5G54300
CARHR294070	AT4G38280
CARHR127680	AT2G33680
CARHR152080	AT3G28810
CARHR212480	AT5G42080
CARHR062550	AT1G69600
CARHR185880	AT5G27270
CARHR176720	AT5G45350
CARHR234100	AT4G26510
CARHR270560	AT5G56800
CARHR026650	AT1G24480
CARHR172180	AT3G61850
CARHR201490	AT5G11730
CARHR024240	AT1G23850
CARHR264860	AT5G51930
CARHR060770	AT1G68100
CARHR217580	AT3G52530
CARHR229900	AT4G22860
CARHR140250	AT2G44990
CARHR071230	AT1G77720
CARHR146550	AT2G18980
CARHR091210	AT3G16050
CARHR071540	AT1G78080
CARHR002580	AT1G03280
CARHR123230	AT2G29990
CARHR203010	AT5G10290
CARHR250700	AT4G02430
CARHR015740	AT1G15215
CARHR018250	AT1G17640
CARHR035480	AT1G43790
CARHR079090	AT3G04830
CARHR076010	AT3G01060
CARHR137950	AT2G42880
CARHR015530	AT1G14990
CARHR080790	AT3G06270
CARHR137220	AT2G42150
CARHR159850	AT3G50370
CARHR009800	AT1G09810
CARHR026010	AT1G25450
CARHR168310	AT3G57990
CARHR199620	AT5G13820
CARHR220630	AT4G14420
CARHR224990	AT4G18240
CARHR164320	AT3G54420
CARHR172980	AT3G62710
CARHR137460	AT2G42400
CARHR120880	AT2G28110
CARHR123840	AT2G21830
CARHR096080	AT3G20380
CARHR000450	AT1G01910
CARHR056930	AT1G65280
CARHR024790	AT1G27110
CARHR272070	AT5G58270
CARHR078140	AT3G04010
CARHR015370	AT1G14830
CARHR239410	AT4G31530
CARHR191830	AT5G21040
CARHR215380	AT5G37530
CARHR281920	ATCG00170
CARHR008600	AT1G08670
CARHR191860	AT5G20980
CARHR057510	AT1G65700
CARHR271460	AT5G57710
CARHR286890	AT5G34940
CARHR171980	AT3G61670
CARHR175600	AT5G46190
CARHR170050	AT3G59680
CARHR174000	AT5G47380
CARHR250860	AT4G02570
CARHR058860	AT1G66760
CARHR240380	AT4G32450
CARHR058640	AT1G66610
CARHR054890	AT3G58430
CARHR234110	AT4G26530
CARHR181560	AT5G42650
CARHR234540	AT4G26940
CARHR004740	AT1G05270
CARHR049540	AT1G62380
CARHR049090	AT1G62750
CARHR099880	AT3G23880
CARHR136790	AT2G41700
CARHR000180	AT1G02145
CARHR224700	AT4G17960
CARHR219830	AT4G13940
CARHR231680	AT4G24260
CARHR159540	AT3G50210
CARHR023680	AT1G23220
CARHR092480	AT3G17210
CARHR289000	AT1G60500
CARHR145220	AT2G02780
CARHR138930	AT2G43750
CARHR210000	AT5G03345
CARHR271840	AT5G58030
CARHR188560	AT5G24890
CARHR097130	AT3G21230
CARHR114840	AT2G26110
CARHR270750	AT5G57010
CARHR075730	AT3G01300
CARHR082180	AT3G07525
CARHR072040	AT1G78550
CARHR043140	AT1G52910
CARHR088850	AT3G14030
CARHR151700	AT3G28720
CARHR145810	AT2G03450
CARHR039950	AT1G49890
CARHR170270	AT3G59940
CARHR248320	AT4G00240
CARHR110160	AT2G19710
CARHR274830	AT5G61140
CARHR096620	AT3G20790
CARHR073790	AT1G80710
CARHR077270	AT3G03250
CARHR265530	AT5G52545
CARHR042810	AT1G52680
CARHR127620	AT2G33590
CARHR140350	AT2G45120
CARHR079340	AT3G05020
CARHR032130	AT1G32750
CARHR188450	AT5G25010
CARHR025680	AT1G26230
CARHR143240	AT2G47840
CARHR282780	ATMG00400
CARHR227360	AT4G20820
CARHR255890	AT4G10710
CARHR136570	AT2G41451
CARHR123530	AT2G30230
CARHR198000	AT5G15310
CARHR021590	AT1G21140
CARHR023970	AT1G23530
CARHR092240	AT3G16990
CARHR107270	AT3G61530
CARHR169370	AT3G58990
CARHR157270	AT1G21620
CARHR121750	AT2G28640
CARHR082700	AT3G07960
CARHR045790	AT1G56070
CARHR144320	AT2G01750
CARHR291640	AT3G63300
CARHR024170	AT1G23750
CARHR240940	AT4G32930
CARHR027260	AT1G27750
CARHR129230	AT2G35060
CARHR130200	AT2G35940
CARHR072950	AT1G79280
CARHR181160	AT5G42930
CARHR002960	AT1G03620
CARHR136590	AT2G41475
CARHR157110	AT3G48340
CARHR072220	AT1G78690
CARHR022080	AT1G21720
CARHR281740	AT5G66020
CARHR155260	AT3G46540
CARHR229090	AT4G22200
CARHR073570	AT1G80900
CARHR025530	AT1G26420
CARHR001920	AT1G02630
CARHR119230	AT2G26980
CARHR059110	AT1G21270
CARHR208120	AT5G05140
CARHR067810	AT1G74530
CARHR008860	AT1G08960
CARHR003210	AT1G03890
CARHR080700	AT3G06180
CARHR275420	AT5G61620
CARHR201740	AT5G11480
CARHR092420	AT3G17152
CARHR200450	AT5G13010
CARHR161080	AT3G51500
CARHR229420	AT4G22530
CARHR094730	AT3G19250
CARHR253140	AT4G04320
CARHR232080	AT4G24700
CARHR144140	AT2G01590
CARHR244380	AT4G35987
CARHR197310	AT5G16010
CARHR211600	AT5G01260
CARHR197640	AT5G15700
CARHR211350	AT5G02010
CARHR252180	AT4G05400
CARHR158550	AT3G49540
CARHR197860	AT5G15460
CARHR231800	AT4G24390
CARHR170580	AT3G60260
CARHR280720	AT5G66960
CARHR100130	AT3G24090
CARHR090480	AT3G15430
CARHR165270	AT3G55270
CARHR161930	AT3G52170
CARHR255230	AT4G11340
CARHR094190	AT3G18780
CARHR202320	AT5G10970
CARHR177720	AT5G45000
CARHR006930	AT1G07210
CARHR069850	AT1G76300
CARHR210910	AT5G02470
CARHR264660	AT5G51780
CARHR243260	AT4G34980
CARHR077120	AT3G03100
CARHR215880	AT5G37180
CARHR006360	AT1G06680
CARHR156710	AT3G47990
CARHR204200	AT5G09225
CARHR041540	AT1G51390
CARHR120390	AT2G27720
CARHR131760	AT2G37770
CARHR094170	AT3G18773
CARHR260570	AT4G09650
CARHR141180	AT2G45900
CARHR282100	ATCG00520
