AT1G06190	CARHR005720
AT1G71720	CARHR291070
AT5G51480	CARHR264220
AT3G60770	CARHR171160
AT4G30180	CARHR238080
AT5G48970	CARHR284560
AT5G49530	CARHR287960
AT1G74960	CARHR068280
AT3G18330	CARHR094850
AT3G24450	CARHR100540
AT2G33210	CARHR127210
AT2G04280	CARHR102120
AT5G07420	CARHR205730
AT3G11420	CARHR085970
AT2G43200	CARHR138260
AT3G62830	CARHR173100
AT1G06170	CARHR005700
AT5G52970	CARHR265950
AT3G25855	CARHR146800
AT5G06530	CARHR206670
AT5G42180	CARHR284700
AT3G25850	CARHR146810
AT5G02890	CARHR210430
AT5G34940	CARHR286890
AT3G51550	CARHR161120
AT3G14660	CARHR089620
AT1G09810	CARHR009800
AT3G17060	CARHR092310
AT1G09812	CARHR009810
AT1G09310	CARHR009290
AT3G54700	CARHR164620
AT5G07110	CARHR206040
AT3G17970	CARHR093290
AT4G15570	CARHR290000
AT3G15470	CARHR090520
AT3G47560	CARHR156190
AT1G34370	CARHR033830
AT3G18480	CARHR093830
AT5G28630	CARHR185180
AT4G28350	CARHR236050
AT5G09510	CARHR203870
AT4G30980	CARHR238870
AT2G33130	CARHR127120
AT5G38910	CARHR263580
AT5G17670	CARHR195510
AT1G28350	CARHR027840
AT5G01200	CARHR211530
AT1G50720	CARHR040820
AT3G06040	CARHR080540
AT3G04940	CARHR079220
AT1G26940	CARHR024970
AT4G37445	CARHR245840
AT5G01970	CARHR212320
AT1G26945	CARHR024960
AT4G37190	CARHR245320
AT1G80330	CARHR074180
AT4G32960	CARHR240980
ATCG00430	CARHR282050
AT4G26600	CARHR234180
AT5G26360	CARHR187050
AT4G04540	CARHR252960
AT5G65220	CARHR279150
AT1G54860	CARHR056030
AT1G10560	CARHR010720
AT2G33680	CARHR127680
AT3G28220	CARHR292700
AT1G34110	CARHR033550
AT3G06590	CARHR081130
AT3G53430	CARHR163330
AT2G26700	CARHR118780
AT4G02060	CARHR249620
AT1G06790	CARHR006490
AT1G68030	CARHR060680
AT4G02400	CARHR250590
AT2G29065	CARHR122330
AT3G63310	CARHR291650
AT1G80610	CARHR073910
AT1G12700	CARHR013000
ATMG00060	CARHR287170
AT5G24790	CARHR188670
AT5G05230	CARHR208000
AT1G78710	CARHR072240
AT5G50580	CARHR257690
AT4G37990	CARHR246400
AT4G28490	CARHR236270
AT2G20590	CARHR111170
AT1G23205	CARHR023660
AT1G07220	CARHR006940
AT1G75150	CARHR068480
AT3G02230	CARHR076200
AT1G70300	CARHR063440
AT1G23200	CARHR023650
AT2G43610	CARHR138780
AT5G03140	CARHR210220
AT3G19820	CARHR095330
AT5G48740	CARHR183120
AT1G73655	CARHR066720
AT5G57000	CARHR270740
AT1G74680	CARHR067970
AT1G04050	CARHR003400
AT5G08170	CARHR205010
AT3G06730	CARHR081330
AT2G35035	CARHR129200
AT1G30270	CARHR029660
AT5G02400	CARHR211010
AT5G38790	CARHR264020
AT3G10810	CARHR085370
AT5G52830	CARHR265760
AT4G35590	CARHR243930
AT5G06390	CARHR207140
AT1G71870	CARHR064680
AT1G10700	CARHR010880
AT4G32040	CARHR239940
AT1G24095	CARHR024380
AT5G02630	CARHR210720
AT5G56260	CARHR269660
AT2G30790	CARHR124260
AT1G24090	CARHR024370
AT3G09810	CARHR084260
AT3G29670	CARHR153150
AT1G60130	CARHR052800
AT5G37140	CARHR215920
AT1G60640	CARHR052290
AT2G39280	CARHR134030
AT1G53070	CARHR043300
AT2G34480	CARHR128570
AT3G16540	CARHR268060
AT3G27580	CARHR148960
AT5G20930	CARHR191920
AT5G07370	CARHR205780
AT5G03320	CARHR210020
AT5G06820	CARHR206350
AT3G28950	CARHR152030
AT3G28956	CARHR276760
AT5G38860	CARHR263730
AT5G58730	CARHR272640
AT4G39870	CARHR246830
AT5G08350	CARHR204720
AT2G38740	CARHR133430
AT2G30170	CARHR123490
AT3G25220	CARHR101570
AT5G16910	CARHR196250
AT3G43600	CARHR287370
AT4G35880	CARHR244270
AT5G58490	CARHR272320
AT1G08680	CARHR008610
AT4G28770	CARHR236560
AT1G15280	CARHR015810
AT3G52090	CARHR161800
AT1G37130	CARHR034720
AT2G28625	CARHR121730
AT4G05230	CARHR252330
AT4G14300	CARHR220480
AT1G25145	CARHR026360
AT4G31120	CARHR239030
AT2G17510	CARHR107670
AT3G17830	CARHR093180
AT2G42870	CARHR137940
AT3G18490	CARHR093850
AT3G60360	CARHR170680
AT3G55870	CARHR165970
AT3G11500	CARHR086050
AT3G45230	CARHR150740
AT2G33550	CARHR127560
AT3G45540	CARHR059580
AT5G66850	CARHR280820
AT2G29930	CARHR123150
AT4G11780	CARHR254530
AT5G47330	CARHR174060
AT4G30610	CARHR238480
AT5G12310	CARHR200800
AT1G66220	CARHR288470
AT2G20020	CARHR110500
ATMG00920	CARHR283190
AT1G01260	CARHR001200
AT1G56160	CARHR045920
AT3G53540	CARHR163450
AT5G43650	CARHR006300
AT3G09350	CARHR083710
AT3G57180	CARHR167360
AT4G31690	CARHR239510
AT5G58970	CARHR285200
AT2G15910	CARHR106260,CARHR106250
AT1G78510	CARHR072000
AT1G25320	CARHR026170
AT5G12210	CARHR200910
AT2G41110	CARHR136200
AT3G16140	CARHR091300
AT5G49030	CARHR182680
AT5G19290	CARHR193680
AT5G46020	CARHR175920
AT3G02290	CARHR076250
AT5G48540	CARHR183490
AT3G02740	CARHR076750
AT1G74420	CARHR067680
AT2G42700	CARHR137800
AT1G73430	CARHR066480
AT1G04945	CARHR004350
AT5G02030	CARHR211330
AT5G65010	CARHR293760
AT4G10960	CARHR255640
AT4G15020	CARHR221720
AT5G23280	CARHR190260
AT2G33385	CARHR127390
AT1G33230	CARHR032530
AT3G15690	CARHR090780
AT4G11560	CARHR254850
AT5G43490	CARHR292000
AT1G72740	CARHR065660
AT1G01040	CARHR001460
AT1G72210	CARHR065070
AT1G15860	CARHR016380
AT4G14350	CARHR220560
AT3G22620	CARHR098500
AT4G22730	CARHR229650
AT2G04700	CARHR102650
AT4G01800	CARHR249770
AT5G11490	CARHR201730
AT1G56290	CARHR289840
AT5G09400	CARHR204010
AT4G36945	CARHR245560
AT3G26750	CARHR147820
AT2G36630	CARHR130910
AT5G15930	CARHR197380
AT5G41790	CARHR212780
AT1G18100	CARHR018690
AT3G55290	CARHR165290
AT3G02120	CARHR076080
AT2G17940	CARHR108420
AT3G02125	CARHR076090
AT4G36470	CARHR244810
AT4G34840	CARHR243130
AT3G15220	CARHR090210
AT2G21480	CARHR112400
AT1G22490	CARHR022830
AT5G14040	CARHR199320
AT5G10010	CARHR203300
AT2G23030	CARHR114520
AT1G48610	CARHR038220
AT1G79010	CARHR072680
AT2G38320	CARHR132890
AT3G22990	CARHR098930
AT2G23520	CARHR293130
AT1G43640	CARHR035630
AT2G23390	CARHR293020
AT2G26140	CARHR114870
AT5G24610	CARHR188840
AT3G22440	CARHR098350
AT5G52260	CARHR265230
AT3G26280	CARHR147280
AT5G24450	CARHR188960
AT3G21240	CARHR097140
AT5G11720	CARHR201500
AT5G46680	CARHR174820
AT1G51110	CARHR041130
AT1G44910	CARHR036140
AT5G05680	CARHR207600
AT4G32100	CARHR240020
AT1G02790	CARHR002080
AT3G47990	CARHR156710
AT5G60460	CARHR274120
AT5G47690	CARHR173620
AT4G14910	CARHR221500
AT5G11430	CARHR201800
AT1G18360	CARHR018950
AT1G55120	CARHR044710
AT1G26160	CARHR025750
AT2G40640	CARHR135750
AT2G47610	CARHR143010
AT4G36610	CARHR244950
AT3G51070	CARHR160650
AT1G24560	CARHR026530
AT5G66140	CARHR281600
AT4G24290	CARHR231720
ATMG01275	CARHR287220
AT4G10430	CARHR256220
AT5G56050	CARHR269420
AT2G46560	CARHR141900
AT1G28180	CARHR027670
AT5G17760	CARHR195410
AT3G09650	CARHR084060
AT2G15000	CARHR105430
AT4G21560	CARHR228240
AT4G22190	CARHR229080
AT2G44700	CARHR139910
AT5G48570	CARHR183440
AT1G80520	CARHR074040
AT2G31960	CARHR125700
AT2G18220	CARHR108750
AT3G09380	CARHR046880
AT5G43130	CARHR180850
AT2G27080	CARHR119400
AT4G29740	CARHR237620
AT1G77360	CARHR070840
AT5G46970	CARHR174480
AT4G10010	CARHR260970
AT3G32330	CARHR116670
AT4G18780	CARHR225630
AT4G14365	CARHR220580
AT3G05710	CARHR080160
AT1G63610	CARHR047740
AT5G40980	CARHR213400
AT4G23020	CARHR230080
AT4G27370	CARHR235020
AT4G03120	CARHR251560
AT2G40460	CARHR135570
AT3G56960	CARHR167110
AT2G40390	CARHR135470
AT1G13130	CARHR013500
AT3G03650	CARHR077700
AT3G07570	CARHR082270
AT5G35220	CARHR217310
AT1G17100	CARHR017640
AT3G52060	CARHR161750
ATMG01110	CARHR283370
AT4G27745	CARHR235470
AT1G68930	CARHR061800
AT1G06090	CARHR005610
AT2G46700	CARHR142050
AT4G22990	CARHR230050
AT3G09035	CARHR083390
AT3G51600	CARHR161190
AT3G55230	CARHR165230
AT3G09030	CARHR083370
AT1G12550	CARHR012830
AT3G09032	CARHR083380
AT1G67000	CARHR059250
AT2G39490	CARHR134360
AT4G32570	CARHR240540
AT5G17680	CARHR195500
AT3G23710	CARHR099700
AT1G18810	CARHR019460
AT5G60790	CARHR274470
AT3G59950	CARHR170260
AT1G26550	CARHR025420
AT5G09790	CARHR203620
AT5G54840	CARHR268170
AT2G25490	CARHR115980
AT3G51250	CARHR160830
AT1G09645	CARHR009620
AT2G19660	CARHR110090
AT5G25270	CARHR188210
AT1G76110	CARHR069650
AT5G64260	CARHR278170
AT1G09640	CARHR009610
AT3G56100	CARHR166250
AT3G51700	CARHR161290
AT2G21860	CARHR112860
AT5G05987	CARHR207210
AT1G54290	CARHR044650
AT3G24590	CARHR100870
AT5G01750	CARHR212110
AT1G16410	CARHR016870
AT2G42830	CARHR137910
AT5G06980	CARHR206160
AT5G65540	CARHR279520
AT3G46970	CARHR155610
AT5G52390	CARHR265340
AT5G06760	CARHR206420
AT1G29760	CARHR029130
AT5G47210	CARHR174150
AT1G53240	CARHR043460
AT1G70840	CARHR064110
AT3G23900	CARHR099860
AT1G68630	CARHR061430
AT5G50990	CARHR257210
AT4G37460	CARHR245860
AT4G04760	CARHR252790
AT2G25720	CARHR134910
AT5G64540	CARHR278510
AT1G64200	CARHR046730
AT2G44130	CARHR139310
AT5G07580	CARHR205570
AT4G17170	CARHR223740
AT2G32430	CARHR126250
AT3G08920	CARHR083250
AT5G13730	CARHR199720
AT1G03110	CARHR002460
AT5G65940	CARHR053020
AT1G30860	CARHR030350
AT5G02050	CARHR211300
AT5G65760	CARHR279760
AT3G21200	CARHR097080
AT5G20730	CARHR192080
AT3G59430	CARHR169830
AT1G67170	CARHR217530
AT4G23650	CARHR231020
AT3G48070	CARHR156800
AT5G45830	CARHR176140
AT1G50575	CARHR040570
AT3G52110	CARHR161820
AT1G50570	CARHR040550
AT3G52115	CARHR161840
AT5G53770	CARHR266920
AT5G21170	CARHR191700
AT1G23690	CARHR024100
AT5G57590	CARHR271360
AT4G13690	CARHR219460
AT3G50070	CARHR159140
AT3G17540	CARHR092860
AT5G47110	CARHR174280
AT3G01650	CARHR075270
AT4G05000	CARHR252530
AT5G44800	CARHR178070
AT5G44000	CARHR179340
AT4G25670	CARHR233110
AT2G41930	CARHR137030
AT4G02070	CARHR249610
AT3G57760	CARHR168080
AT1G20520	CARHR020990
AT5G47960	CARHR184300
AT1G27970	CARHR027400
AT5G59430	CARHR285800
AT1G64840	CARHR116870
AT4G33220	CARHR241260
AT2G01400	CARHR143910
AT5G27110	CARHR185760
AT1G59980	CARHR053050
AT1G79480	CARHR073140
AT1G05870	CARHR005410
AT5G26770	CARHR186800
AT5G12460	CARHR200640
AT4G38900	CARHR247860
AT5G64310	CARHR278240
AT1G10950	CARHR011170
AT3G56580	CARHR166690
AT5G55450	CARHR268760
AT3G06920	CARHR081530
AT4G02380	CARHR250570
AT1G72500	CARHR065440
AT1G71460	CARHR291210
AT1G06320	CARHR005880
AT1G06890	CARHR006560
AT5G58787	CARHR272730
AT1G24160	CARHR024540
AT2G43860	CARHR058880
AT1G70510	CARHR063720
AT3G52800	CARHR162680
AT5G53080	CARHR266100
AT1G27200	CARHR024640
AT3G13662	CARHR088360
AT3G13660	CARHR088340
AT3G13845	CARHR088620
AT1G62981	CARHR048660
AT1G62980	CARHR048670
AT3G13840	CARHR088840
AT3G09570	CARHR083980
AT3G21410	CARHR097380
AT3G19710	CARHR095210
AT1G11390	CARHR011630
AT1G04870	CARHR004260
AT3G17460	CARHR092780
AT4G38280	CARHR294070
AT5G50120	CARHR258510
AT2G17180	CARHR293490
AT3G20720	CARHR096540
AT2G23640	CARHR262860
AT5G47070	CARHR174330
AT3G12640	CARHR087150
AT1G74160	CARHR067310
AT1G52590	CARHR042720
AT1G65352	CARHR264200
AT2G38170	CARHR132770
AT1G34580	CARHR033900
AT4G34500	CARHR242920
AT3G18670	CARHR094050
AT2G47880	CARHR143270
AT1G73050	CARHR066020
AT3G14120	CARHR088980
AT5G12060	CARHR201070
AT4G32700	CARHR240680
AT2G48010	CARHR143400
AT3G47190	CARHR155900
AT2G30360	CARHR123680
AT5G19000	CARHR194000
ATMG00900	CARHR283160
AT5G18350	CARHR194700
AT3G61580	CARHR171890
AT3G18370	CARHR093720
AT3G17160	CARHR092430
AT3G17690	CARHR093040
AT3G44550	CARHR151610
AT5G03460	CARHR209880
AT2G31360	CARHR124990
AT5G15580	CARHR197730
AT1G36980	CARHR034780
AT3G55460	CARHR165480
AT1G61180	CARHR051470
AT4G21745	CARHR228480
AT3G21320	CARHR097240
AT2G16750	CARHR107010
AT1G52620	CARHR042740
AT1G34630	CARHR033930
AT2G45720	CARHR140960
AT5G14720	CARHR198590
ATCG01090	CARHR282460
AT4G28650	CARHR236430
AT3G22190	CARHR098080
AT5G52540	CARHR265520
AT4G24100	CARHR231500
AT3G07440	CARHR082090
AT2G33470	CARHR127480
AT3G13440	CARHR088090
AT3G58600	CARHR168990
AT1G21690	CARHR022040
AT5G27820	CARHR186300
AT1G21120	CARHR021580
AT2G38830	CARHR133560
AT2G26910	CARHR119070
AT3G42860	CARHR152360
AT1G32420	CARHR264630
AT5G37550	CARHR215350
AT3G13110	CARHR087700
AT1G72890	CARHR065880
AT2G31180	CARHR124780
AT3G58970	CARHR169330
AT3G58250	CARHR168780
AT5G11000	CARHR202290
AT5G57540	CARHR271310
AT1G26310	CARHR025610
AT2G17720	CARHR108010
AT3G13445	CARHR088100
AT1G61980	CARHR050280
AT5G36930	CARHR201190
AT3G44880	CARHR151160
AT1G14686	CARHR015200
AT5G39650	CARHR262660
AT5G57610	CARHR271370
AT5G26990	CARHR186550
AT3G55605	CARHR165660
AT5G22470	CARHR191060
AT3G55600	CARHR165650
AT1G22800	CARHR023160
AT4G18010	CARHR224780
AT1G47480	CARHR037040
AT4G36860	CARHR245220
AT3G19780	CARHR095300
AT3G62770	CARHR173040
AT5G66330	CARHR281380
AT3G10310	CARHR084790
AT5G66440	CARHR281310
AT1G10040	CARHR010150
AT5G43180	CARHR180720
AT4G24040	CARHR231440
AT2G45130	CARHR140360
AT2G30580	CARHR124050
AT4G35360	CARHR243690
AT3G10640	CARHR085220
AT1G76650	CARHR070210
AT5G47770	CARHR173550
AT5G22120	CARHR191410
ATMG00540	CARHR282910
AT1G21340	CARHR021730
AT1G08230	CARHR008060
AT1G19190	CARHR019790
AT1G15670	CARHR016170
AT3G16620	CARHR091860
AT4G00290	CARHR248350
AT4G13070	CARHR218470
AT4G00520	CARHR248670
AT3G56860	CARHR167010
AT4G00830	CARHR249500
AT5G24840	CARHR188610
AT1G65080	CARHR056570
AT4G22430	CARHR229330
AT1G14810	CARHR015340
AT4G02820	CARHR251190
AT5G14180	CARHR199150
AT4G24230	CARHR231650
AT1G04555	CARHR003900
AT3G19250	CARHR094730
AT1G04550	CARHR003890
AT5G54870	CARHR268210
AT5G04110	CARHR209160
AT3G45680	CARHR149960
AT2G32980	CARHR126930
AT5G19910	CARHR192950
AT4G11990	CARHR254300
AT1G13630	CARHR013990
AT1G13635	CARHR014010
AT3G03400	CARHR077420
AT3G25410	CARHR101710
AT3G11690	CARHR086240
AT2G05100	CARHR103000
AT1G19770	CARHR020280
AT3G22290	CARHR098190
AT1G19990	CARHR020470
AT5G57990	CARHR271780
AT2G15580	CARHR105850
AT5G58560	CARHR272390
AT2G39400	CARHR134250
AT1G14720	CARHR015250
AT1G59560	CARHR173350
AT3G46010	CARHR154370
AT1G76380	CARHR069930
AT4G00740	CARHR248910
AT5G14980	CARHR198330
AT5G42860	CARHR181280
AT1G66730	CARHR058830
AT5G08100	CARHR205090
AT4G33420	CARHR241470
AT2G19050	CARHR109570
AT1G76320	CARHR069880
AT3G61760	CARHR172090
AT5G41970	CARHR212590
AT5G25460	CARHR187990
AT2G30970	CARHR124490
AT4G11190	CARHR255370
AT4G35810	CARHR244180
AT2G48080	CARHR143450
AT3G45060	CARHR150910
AT1G01450	CARHR000990
AT1G01453	CARHR000970
AT5G27640	CARHR294550
AT4G15430	CARHR222180
AT4G27240	CARHR234880
AT5G28150	CARHR185020
AT5G40630	CARHR261330
AT1G48930	CARHR038920
AT4G35240	CARHR243560
AT1G48280	CARHR037900
AT3G24760	CARHR101120
AT2G15760	CARHR106090
AT1G32350	CARHR031720
AT2G23090	CARHR114470
AT5G63670	CARHR278210
AT2G23096	CARHR114440
AT5G67310	CARHR053680
AT5G24590	CARHR188860
AT2G41250	CARHR136340
AT1G25460	CARHR026000
AT2G44550	CARHR139760
AT2G41705	CARHR136800
AT5G54000	CARHR267200
AT4G36130	CARHR244530
AT5G40590	CARHR261390
ATCG00140	CARHR281890
AT2G22270	CARHR113500
AT3G46900	CARHR155490
AT4G29680	CARHR237530
AT3G54590	CARHR164490
AT2G19580	CARHR110020
AT1G22110	CARHR022460
AT4G23900	CARHR231310
AT4G17340	CARHR223950
AT3G11440	CARHR085990
AT1G33910	CARHR033280
AT1G27190	CARHR024650
AT3G08710	CARHR083010
AT4G09830	CARHR260830
AT2G19270	CARHR109730
AT5G52950	CARHR265920
AT1G05200	CARHR004670
AT5G19870	CARHR193010
AT1G05205	CARHR004680
AT2G35980	CARHR130230
AT1G13090	CARHR013450
AT5G43300	CARHR180430
AT2G46950	CARHR142300
AT3G50610	CARHR160110
AT3G18070	CARHR093390
AT5G39220	CARHR263190
AT3G62120	CARHR172460
AT5G62180	CARHR275970
AT5G67170	CARHR280460
AT4G27020	CARHR234680
AT1G77630	CARHR071140
AT1G12940	CARHR013290
AT5G65440	CARHR279420
AT3G27250	CARHR148510
AT1G69560	CARHR062510
AT1G77920	CARHR071390
AT5G63410	CARHR277240
AT4G09120	CARHR260150
AT2G34357	CARHR128440
AT1G49880	CARHR039940
AT2G25970	CARHR287340
AT1G49730	CARHR039770
AT1G77180	CARHR070650
AT1G76580	CARHR070130
AT5G55050	CARHR268370
AT1G76850	CARHR070360
AT1G35515	CARHR034270
AT4G25080	CARHR232470
AT1G35510	CARHR034260
AT1G11940	CARHR012290
AT5G17650	CARHR195530
AT4G03240	CARHR251690
AT5G35560	CARHR217620
AT3G60750	CARHR171140
AT4G04510	CARHR250370
AT5G63390	CARHR277220
AT3G18310	CARHR093680
AT4G21970	CARHR228780
AT3G24430	CARHR100520
AT1G17730	CARHR018340
AT1G13890	CARHR014260
AT5G56780	CARHR270530
AT1G48420	CARHR038040
AT2G39540	CARHR219360
AT5G62990	CARHR276800
AT3G49900	CARHR158980
AT5G09970	CARHR203360
AT1G06150	CARHR239330,CARHR005660
AT2G07721	CARHR282990
AT2G33270	CARHR127290
AT5G06510	CARHR206680
AT2G39010	CARHR133790
AT1G35220	CARHR286320
AT5G18980	CARHR194020
AT2G26350	CARHR118440
AT2G43030	CARHR138100
AT1G77450	CARHR070970
AT5G64760	CARHR278750
AT1G77980	CARHR071440
AT1G55820	CARHR045520
AT5G59710	CARHR273280
AT5G54010	CARHR267210
AT4G26190	CARHR233730
AT1G29970	CARHR029420
AT3G62190	CARHR172530
ATMG01010	CARHR283260
AT3G30340	CARHR153430
AT3G24503	CARHR100620
AT1G09870	CARHR009900
AT5G17470	CARHR195730
AT1G54080	CARHR044410
AT4G39910	CARHR246790
AT1G72090	CARHR064900
AT1G34355	CARHR033810
AT5G59510	CARHR285880
AT3G47500	CARHR156140
AT1G34350	CARHR033800
AT1G28375	CARHR027870
AT5G61910	CARHR275670,CARHR275660
AT5G17020	CARHR196150
AT5G20690	CARHR192120
AT4G15215	CARHR221940
AT2G36980	CARHR131450
AT3G04920	CARHR079200
AT5G04730	CARHR208560
AT3G21300	CARHR097230
AT1G80310	CARHR291220
AT4G32900	CARHR240900
AT1G50740	CARHR040840
AT3G59920	CARHR170250
AT2G02980	CARHR145400
AT2G02450	CARHR145000
AT5G03680	CARHR209620
AT1G23190	CARHR023640
AT1G26960	CARHR024950
AT3G05030	CARHR079350
AT1G63550	CARHR047800
AT1G63000	CARHR048640
AT4G29530	CARHR237360
AT1G64050	CARHR046900
AT4G26370	CARHR233930
AT4G21350	CARHR227940
AT4G28480	CARHR236250
AT1G52450	CARHR275710
AT3G26360	CARHR147370
AT4G04980	CARHR252540
AT5G26340	CARHR187060
AT1G10540	CARHR010700
AT4G19990	CARHR226770
AT5G65205	CARHR279120
AT1G34130	CARHR033630
AT3G53450	CARHR163350
AT4G39340	CARHR247370
AT5G65200	CARHR279110
AT3G10780	CARHR085350
AT5G48300	CARHR183990
AT3G58800	CARHR169190
AT2G46040	CARHR141300
AT3G63020	CARHR173310
ATMG00040	CARHR282610
AT1G16060	CARHR016570
AT4G35905	CARHR244300
AT2G29000	CARHR122230
AT4G02040	CARHR249650
AT4G34180	CARHR242630
AT5G58690	CARHR272600
AT1G12760	CARHR013050
AT1G75170	CARHR068500
AT1G21270	CARHR059110
AT1G23220	CARHR023680
AT4G13260	CARHR218800
AT3G19800	CARHR095310
AT1G70985	CARHR064260
AT1G69980	CARHR063080
AT5G16760	CARHR196400
AT1G07200	CARHR006920
AT5G03860	CARHR209400
AT1G11490	CARHR011760
AT3G15430	CARHR090480
AT5G42890	CARHR181250
AT1G30290	CARHR029680
AT5G42895	CARHR042770
AT3G62220	CARHR172560
AT5G15230	CARHR198080
AT1G76030	CARHR069560
AT2G40070	CARHR135010
AT1G71850	CARHR290930
AT1G10720	CARHR010910
AT5G11260	CARHR202000
AT3G27960	CARHR149620
AT1G78630	CARHR072150
AT1G21590	CARHR021950
AT3G09830	CARHR084280
AT3G15550	CARHR090640
AT3G10870	CARHR085450
AT5G51000	CARHR257260
AT5G02610	CARHR210740
AT3G56220	CARHR166370
AT2G43490	CARHR138580
AT2G34460	CARHR128560
AT5G20830	CARHR192020
AT5G54100	CARHR267300
AT1G51410	CARHR041570
AT3G13784	CARHR088550
AT1G29025	CARHR028220
AT1G75350	CARHR068700
AT3G13780	CARHR088510
AT1G70180	CARHR063250
AT1G53050	CARHR043280
AT2G32600	CARHR126450
AT5G19730	CARHR193170
AT2G29120	CARHR122410
AT5G03690	CARHR209610
AT5G40530	CARHR261450
AT5G13070	CARHR200400
AT4G34190	CARHR242610
AT4G38670	CARHR294390
AT1G05430	CARHR205340
AT2G39730	CARHR134580
AT2G38720	CARHR133410
AT3G25680	CARHR288540
AT2G29460	CARHR122750
AT5G12290	CARHR200820
AT5G19210	CARHR193750
AT2G27460	CARHR120110
AT4G39810	CARHR246890
AT5G62000	CARHR275800
AT5G64420	CARHR278390
AT5G41685	CARHR272970
AT2G36400	CARHR130700
AT2G30110	CARHR123420
AT5G63980	CARHR277900
AT4G25150	CARHR232540
AT1G69360	CARHR062240
AT2G22910	CARHR114220
AT2G28600	CARHR121620
AT4G31100	CARHR239010
AT5G52870	CARHR265810
AT2G28605	CARHR121630
AT5G53530	CARHR266670
AT3G21060	CARHR096890
AT2G39980	CARHR134930
AT2G21960	CARHR113040
AT4G34770	CARHR243070
AT3G55850	CARHR165960
AT4G34990	CARHR243270
AT2G17530	CARHR107700
AT3G12250	CARHR086800
AT3G02350	CARHR076330
AT5G22860	CARHR190700
AT1G73980	CARHR067110
AT5G02180	CARHR211180
AT1G73630	CARHR066680
AT2G42810	CARHR137890
AT4G39720	CARHR247000
AT5G23110	CARHR190420
AT4G05440	CARHR252140
AT5G16900	CARHR196260
AT4G25030	CARHR232430
AT1G05785	CARHR005300
AT4G00850	CARHR249480
AT5G27350	CARHR185940
AT5G27120	CARHR185770
AT1G01200	CARHR001270
AT1G24610	CARHR026460
AT5G58720	CARHR272630
AT3G52490	CARHR162260
AT4G19570	CARHR226280
AT3G61240	CARHR171540
AT1G70720	CARHR063980
AT3G51440	CARHR161030
AT2G15970	CARHR106290
AT1G53460	CARHR043680
AT5G10870	CARHR202410
AT2G44940	CARHR140180
AT2G41130	CARHR136220
AT2G40770	CARHR135870
AT5G49010	CARHR056790
AT2G27980	CARHR120690
AT5G22355	CARHR191180
AT3G02720	CARHR076720
AT1G78530	CARHR072020
AT2G42720	CARHR137820
AT4G14280	CARHR220440
AT1G73180	CARHR066180
AT5G59010	CARHR285240
AT3G28970	CARHR152070
AT5G38510	CARHR213910
AT5G38840	CARHR263780
AT3G12430	CARHR086960
AT5G57280	CARHR271080
AT1G79120	CARHR072780
AT1G72760	CARHR065680
AT5G42460	CARHR108320
AT3G11200	CARHR085760
AT5G56080	CARHR269460
AT2G45890	CARHR141170
AT3G22600	CARHR098450
AT1G19380	CARHR019970
AT4G01350	CARHR273550
AT4G30930	CARHR238820
AT4G19680	CARHR226500
AT3G11320	CARHR085860
AT1G67930	CARHR060570
AT5G09460	CARHR203940
AT1G15800	CARHR016310
AT3G57890	CARHR168200
AT3G26770	CARHR147840
AT5G18160	CARHR194900
AT2G36610	CARHR130890
AT5G15910	CARHR197400
AT3G57320	CARHR167510
AT4G32295	CARHR240200
AT1G61790	CARHR050550
AT1G61795	CARHR050540
AT4G32290	CARHR240190
AT5G26830	CARHR186700
AT5G53390	CARHR266520
AT3G59350	CARHR169730
AT1G18160	CARHR018720
AT1G36240	CARHR034950
AT2G24180	CARHR118020
AT1G22470	CARHR022810
AT2G04038	CARHR146440
AT5G10030	CARHR203280
AT5G11320	CARHR201950
AT3G45210	CARHR150750
AT3G28600	CARHR286690
AT5G66780	CARHR280920
AT1G28960	CARHR028170
AT1G48635	CARHR038280
AT5G56950	CARHR270690
AT1G43620	CARHR035650
AT1G48630	CARHR038260
AT2G15390	CARHR105770
AT3G53250	CARHR163020
AT5G60220	CARHR273900
AT3G54720	CARHR164640
AT3G48410	CARHR157160
AT5G53020	CARHR266030
AT1G45160	CARHR036250
AT4G16750	CARHR223320
AT3G46660	CARHR155160
AT2G18040	CARHR108530
AT1G69370	CARHR062250
AT2G18510	CARHR109120
AT1G78980	CARHR072640
AT5G24470	CARHR188940
AT4G14930	CARHR221540
AT1G55450	CARHR045120
AT1G26100	CARHR025830
AT5G10290	CARHR203010
AT3G12920	CARHR087440
AT4G36630	CARHR244970
AT1G24400	CARHR026730
AT3G51740	CARHR161370
AT2G37035	CARHR131530
AT4G23590	CARHR230960
AT3G51840	CARHR161470
AT4G23220	CARHR055330
AT4G34980	CARHR243260
AT1G22610	CARHR022980
AT2G21750	CARHR112820
AT2G15130	CARHR105570
AT5G63470	CARHR277320
AT1G68570	CARHR061360
AT3G03090	CARHR077110
AT3G07770	CARHR082480
AT5G66160	CARHR281580
AT3G60000	CARHR170320
AT4G16280	CARHR222670
AT1G32160	CARHR031520
AT3G09630	CARHR084040
AT2G15020	CARHR105450
AT1G02510	CARHR001820
AT1G73640	CARHR066700
AT2G16280	CARHR106510
AT4G38030	CARHR246440
AT3G57570	CARHR167800
AT2G44760	CARHR139980
AT5G50390	CARHR258010
AT5G46400	CARHR175370
